ticket,symbol,direction,strategy,entryPrice,exitPrice,entryTime,exitTime,sl,tp,volume,profit,durationMinutes,pips,riskReward
18,XAUUSD,buy,low,2649.53285,2623.03752,2024-05-03T09:35:00.000Z,2024-05-03T13:25:00.000Z,2623.03752,2715.77117,0.09,-238.46,230,-264.95,1.00
13,XAUUSD,buy,low,2631.32496,2605.01171,2024-05-02T02:20:00.000Z,2024-05-03T14:45:00.000Z,2605.01171,2697.10808,0.11,-289.45,2185,-263.13,1.00
19,XAUUSD,buy,low,2613.85387,2587.71534,2024-05-04T04:30:00.000Z,2024-05-05T12:00:00.000Z,2587.71534,2679.20022,0.08,-209.11,1890,-261.39,1.00
7,XAUUSD,sell,low,2651.21347,2584.93313,2024-05-01T10:30:00.000Z,2024-05-05T12:05:00.000Z,2677.72560,2584.93313,0.16,1060.49,5855,662.80,2.50
10,XAUUSD,buy,low,2609.92464,2583.82540,2024-05-01T13:45:00.000Z,2024-05-05T12:05:00.000Z,2583.82540,2675.17276,0.14,-365.39,5660,-260.99,1.00
20,XAUUSD,buy,low,2611.74960,2585.63211,2024-05-04T04:40:00.000Z,2024-05-05T12:05:00.000Z,2585.63211,2677.04334,0.08,-208.94,1885,-261.17,1.00
21,XAUUSD,sell,low,2587.71826,2613.59544,2024-05-05T12:05:00.000Z,2024-05-05T13:50:00.000Z,2613.59544,2523.02530,0.09,-232.89,105,-258.77,1.00
22,XAUUSD,sell,low,2590.52512,2616.43037,2024-05-05T12:10:00.000Z,2024-05-05T13:50:00.000Z,2616.43037,2525.76199,0.09,-233.15,100,-259.05,1.00
25,XAUUSD,buy,low,2610.27704,2584.17426,2024-05-05T13:55:00.000Z,2024-05-05T18:20:00.000Z,2584.17426,2675.53396,0.08,-208.82,265,-261.03,1.00
17,XAUUSD,sell,low,2647.10091,2580.92338,2024-05-03T09:30:00.000Z,2024-05-05T18:25:00.000Z,2673.57192,2580.92338,0.09,595.60,3415,661.78,2.50
23,XAUUSD,buy,low,2595.34579,2569.39233,2024-05-05T12:15:00.000Z,2024-05-05T23:45:00.000Z,2569.39233,2660.22944,0.09,-233.58,690,-259.53,1.00
24,XAUUSD,buy,low,2593.03287,2567.10254,2024-05-05T12:20:00.000Z,2024-05-05T23:45:00.000Z,2567.10254,2657.85869,0.09,-233.37,685,-259.30,1.00
27,XAUUSD,buy,low,2589.13211,2563.24078,2024-05-05T19:15:00.000Z,2024-05-05T23:50:00.000Z,2563.24078,2653.86041,0.09,-233.02,275,-258.91,1.00
29,XAUUSD,sell,low,2560.74395,2586.35139,2024-05-05T23:50:00.000Z,2024-05-06T01:50:00.000Z,2586.35139,2496.72535,0.08,-204.86,120,-256.07,1.00
32,XAUUSD,buy,low,2583.01810,2557.18792,2024-05-06T01:55:00.000Z,2024-05-06T06:10:00.000Z,2557.18792,2647.59355,0.07,-180.81,255,-258.30,1.00
26,XAUUSD,sell,low,2604.79864,2539.67867,2024-05-05T14:25:00.000Z,2024-05-06T08:55:00.000Z,2630.84662,2539.67867,0.08,520.96,1110,651.20,2.50
31,XAUUSD,buy,low,2562.71456,2537.08742,2024-05-06T00:05:00.000Z,2024-05-06T09:05:00.000Z,2537.08742,2626.78243,0.08,-205.02,540,-256.27,1.00
30,XAUUSD,buy,low,2559.88786,2534.28899,2024-05-06T00:00:00.000Z,2024-05-06T09:45:00.000Z,2534.28899,2623.88506,0.08,-204.79,585,-255.99,1.00
28,XAUUSD,sell,low,2584.82635,2520.20569,2024-05-05T19:30:00.000Z,2024-05-06T19:50:00.000Z,2610.67461,2520.20569,0.09,581.59,1460,646.21,2.50
36,XAUUSD,buy,low,2541.81279,2516.39467,2024-05-06T12:10:00.000Z,2024-05-06T20:05:00.000Z,2516.39467,2605.35811,0.07,-177.93,475,-254.18,1.00
35,XAUUSD,buy,low,2541.56639,2516.15072,2024-05-06T12:05:00.000Z,2024-05-06T20:15:00.000Z,2516.15072,2605.10555,0.07,-177.91,490,-254.16,1.00
37,XAUUSD,sell,low,2519.06919,2544.25989,2024-05-06T19:55:00.000Z,2024-05-06T22:45:00.000Z,2544.25989,2456.09246,0.08,-201.53,170,-251.91,1.00
34,XAUUSD,sell,low,2538.23126,2563.61357,2024-05-06T11:50:00.000Z,2024-05-06T23:50:00.000Z,2563.61357,2474.77548,0.07,-177.68,720,-253.82,1.00
