ticket,symbol,direction,strategy,entryPrice,exitPrice,entryTime,exitTime,sl,tp,volume,profit,durationMinutes,pips,riskReward
30,XAUUSD,sell,low,3952.94000,3943.68500,2025-11-04T12:18:00.000Z,2025-11-04T12:20:00.000Z,3956.02500,3943.68500,0.01,9.26,2,92.55,3.00
31,XAUUSD,sell,low,3952.94000,3943.68500,2025-11-04T12:19:00.000Z,2025-11-04T12:20:00.000Z,3956.02500,3943.68500,0.01,9.26,1,92.55,3.00
32,XAUUSD,sell,low,3947.09000,3950.08500,2025-11-04T12:20:00.000Z,2025-11-04T12:24:00.000Z,3950.08500,3938.10500,0.01,-2.99,4,-29.95,1.00
33,XAUUSD,sell,low,3947.09000,3950.08500,2025-11-04T12:21:00.000Z,2025-11-04T12:24:00.000Z,3950.08500,3938.10500,0.01,-2.99,3,-29.95,1.00
34,XAUUSD,sell,low,3947.09000,3950.08500,2025-11-04T12:22:00.000Z,2025-11-04T12:24:00.000Z,3950.08500,3938.10500,0.01,-2.99,2,-29.95,1.00
35,XAUUSD,sell,low,3947.09000,3950.08500,2025-11-04T12:25:00.000Z,2025-11-04T12:26:00.000Z,3950.08500,3938.10500,0.01,-2.99,1,-29.95,1.00
36,XAUUSD,sell,low,3952.26000,3954.07500,2025-11-04T12:26:00.000Z,2025-11-04T12:32:00.000Z,3954.07500,3946.81500,0.02,-3.63,6,-18.15,1.00
37,XAUUSD,sell,low,3952.26000,3954.07500,2025-11-04T12:27:00.000Z,2025-11-04T12:32:00.000Z,3954.07500,3946.81500,0.02,-3.63,5,-18.15,1.00
38,XAUUSD,sell,low,3952.26000,3954.07500,2025-11-04T12:28:00.000Z,2025-11-04T12:32:00.000Z,3954.07500,3946.81500,0.02,-3.63,4,-18.15,1.00
39,XAUUSD,sell,low,3950.81000,3952.10000,2025-11-04T12:33:00.000Z,2025-11-04T12:34:00.000Z,3952.10000,3946.94000,0.02,-2.58,1,-12.90,1.00
40,XAUUSD,sell,low,3950.81000,3952.10000,2025-11-04T12:34:00.000Z,2025-11-04T12:35:00.000Z,3952.10000,3946.94000,0.02,-2.58,1,-12.90,1.00
41,XAUUSD,sell,low,3950.81000,3952.10000,2025-11-04T12:36:00.000Z,2025-11-04T12:37:00.000Z,3952.10000,3946.94000,0.02,-2.58,1,-12.90,1.00
42,XAUUSD,sell,low,3958.39000,3959.58000,2025-11-04T12:37:00.000Z,2025-11-04T12:38:00.000Z,3959.58000,3954.82000,0.02,-2.38,1,-11.90,1.00
43,XAUUSD,sell,low,3961.74000,3957.90000,2025-11-04T12:51:00.000Z,2025-11-04T12:54:00.000Z,3963.02000,3957.90000,0.02,7.68,3,38.40,3.00
44,XAUUSD,sell,low,3959.76000,3956.58000,2025-11-04T12:54:00.000Z,2025-11-04T12:59:00.000Z,3960.82000,3956.58000,0.03,9.54,5,31.80,3.00
45,XAUUSD,sell,low,3959.76000,3956.58000,2025-11-04T12:55:00.000Z,2025-11-04T12:59:00.000Z,3960.82000,3956.58000,0.03,9.54,4,31.80,3.00
46,XAUUSD,sell,low,3959.76000,3956.58000,2025-11-04T12:56:00.000Z,2025-11-04T12:59:00.000Z,3960.82000,3956.58000,0.03,9.54,3,31.80,3.00
47,XAUUSD,sell,low,3960.87000,3961.87000,2025-11-04T14:30:00.000Z,2025-11-04T14:32:00.000Z,3961.87000,3957.87000,0.04,-4.00,2,-10.00,1.00
48,XAUUSD,sell,low,3960.87000,3961.87000,2025-11-04T14:31:00.000Z,2025-11-04T14:32:00.000Z,3961.87000,3957.87000,0.04,-4.00,1,-10.00,1.00
49,XAUUSD,sell,low,3960.87000,3961.87000,2025-11-04T14:32:00.000Z,2025-11-04T14:33:00.000Z,3961.87000,3957.87000,0.04,-4.00,1,-10.00,1.00
50,XAUUSD,sell,low,3960.87000,3961.87000,2025-11-04T14:33:00.000Z,2025-11-04T14:34:00.000Z,3961.87000,3957.87000,0.04,-4.00,1,-10.00,1.00
51,XAUUSD,sell,low,3960.87000,3961.87000,2025-11-04T14:34:00.000Z,2025-11-04T14:35:00.000Z,3961.87000,3957.87000,0.04,-4.00,1,-10.00,1.00
52,XAUUSD,sell,low,3960.87000,3961.87000,2025-11-04T14:35:00.000Z,2025-11-04T14:36:00.000Z,3961.87000,3957.87000,0.03,-3.00,1,-10.00,1.00
53,XAUUSD,sell,low,3962.69000,3958.04000,2025-11-04T14:36:00.000Z,2025-11-04T14:51:00.000Z,3964.24000,3958.04000,0.02,9.30,15,46.50,3.00
54,XAUUSD,sell,low,3962.69000,3958.04000,2025-11-04T14:37:00.000Z,2025-11-04T14:51:00.000Z,3964.24000,3958.04000,0.02,9.30,14,46.50,3.00
55,XAUUSD,sell,low,3962.69000,3958.04000,2025-11-04T14:38:00.000Z,2025-11-04T14:51:00.000Z,3964.24000,3958.04000,0.02,9.30,13,46.50,3.00
56,XAUUSD,sell,low,3958.25000,3953.15000,2025-11-04T14:52:00.000Z,2025-11-04T14:57:00.000Z,3959.95000,3953.15000,0.03,15.30,5,51.00,3.00
57,XAUUSD,sell,low,3958.25000,3953.15000,2025-11-04T14:53:00.000Z,2025-11-04T14:57:00.000Z,3959.95000,3953.15000,0.03,15.30,4,51.00,3.00
58,XAUUSD,sell,low,3958.25000,3953.15000,2025-11-04T14:54:00.000Z,2025-11-04T14:57:00.000Z,3959.95000,3953.15000,0.03,15.30,3,51.00,3.00
59,XAUUSD,sell,low,3955.44000,3950.74500,2025-11-04T14:58:00.000Z,2025-11-04T15:10:00.000Z,3957.00500,3950.74500,0.04,18.78,12,46.95,3.00
60,XAUUSD,sell,low,3955.44000,3950.74500,2025-11-04T14:59:00.000Z,2025-11-04T15:10:00.000Z,3957.00500,3950.74500,0.04,18.78,11,46.95,3.00
61,XAUUSD,sell,low,3955.44000,3950.74500,2025-11-04T15:00:00.000Z,2025-11-04T15:10:00.000Z,3957.00500,3950.74500,0.04,18.78,10,46.95,3.00
62,XAUUSD,sell,low,3937.09000,3938.09000,2025-11-04T16:12:00.000Z,2025-11-04T16:13:00.000Z,3938.09000,3934.09000,0.10,-10.00,1,-10.00,1.00
63,XAUUSD,sell,low,3937.09000,3938.09000,2025-11-04T16:13:00.000Z,2025-11-04T16:14:00.000Z,3938.09000,3934.09000,0.09,-9.00,1,-10.00,1.00
64,XAUUSD,sell,low,3941.53000,3942.53000,2025-11-04T16:15:00.000Z,2025-11-04T16:16:00.000Z,3942.53000,3938.53000,0.09,-9.00,1,-10.00,1.00
65,XAUUSD,sell,low,3941.53000,3942.53000,2025-11-04T16:16:00.000Z,2025-11-04T16:19:00.000Z,3942.53000,3938.53000,0.08,-8.00,3,-10.00,1.00
66,XAUUSD,sell,low,3941.53000,3942.53000,2025-11-04T16:17:00.000Z,2025-11-04T16:19:00.000Z,3942.53000,3938.53000,0.08,-8.00,2,-10.00,1.00
67,XAUUSD,sell,low,3941.53000,3942.53000,2025-11-04T16:18:00.000Z,2025-11-04T16:19:00.000Z,3942.53000,3938.53000,0.08,-8.00,1,-10.00,1.00
68,XAUUSD,sell,low,3942.25000,3943.25000,2025-11-04T16:20:00.000Z,2025-11-04T16:23:00.000Z,3943.25000,3939.25000,0.07,-7.00,3,-10.00,1.00
69,XAUUSD,sell,low,3942.25000,3943.25000,2025-11-04T16:21:00.000Z,2025-11-04T16:23:00.000Z,3943.25000,3939.25000,0.07,-7.00,2,-10.00,1.00
70,XAUUSD,sell,low,3942.25000,3943.25000,2025-11-04T16:22:00.000Z,2025-11-04T16:23:00.000Z,3943.25000,3939.25000,0.07,-7.00,1,-10.00,1.00
71,XAUUSD,sell,low,3942.25000,3943.25000,2025-11-04T16:24:00.000Z,2025-11-04T16:25:00.000Z,3943.25000,3939.25000,0.06,-6.00,1,-10.00,1.00
72,XAUUSD,sell,low,3942.25000,3943.25000,2025-11-04T16:25:00.000Z,2025-11-04T16:26:00.000Z,3943.25000,3939.25000,0.06,-6.00,1,-10.00,1.00
73,XAUUSD,sell,low,3943.65000,3940.65000,2025-11-04T16:26:00.000Z,2025-11-04T16:29:00.000Z,3944.65000,3940.65000,0.05,15.00,3,30.00,3.00
74,XAUUSD,sell,low,3943.65000,3940.65000,2025-11-04T16:27:00.000Z,2025-11-04T16:29:00.000Z,3944.65000,3940.65000,0.05,15.00,2,30.00,3.00
75,XAUUSD,sell,low,3943.65000,3940.65000,2025-11-04T16:28:00.000Z,2025-11-04T16:29:00.000Z,3944.65000,3940.65000,0.05,15.00,1,30.00,3.00
76,XAUUSD,sell,low,3949.78000,3950.78000,2025-11-05T00:05:00.000Z,2025-11-05T00:06:00.000Z,3950.78000,3946.78000,0.08,-8.00,1,-10.00,1.00
77,XAUUSD,sell,low,3949.78000,3950.78000,2025-11-05T00:06:00.000Z,2025-11-05T00:07:00.000Z,3950.78000,3946.78000,0.07,-7.00,1,-10.00,1.00
78,XAUUSD,sell,low,3949.78000,3950.78000,2025-11-05T00:07:00.000Z,2025-11-05T00:08:00.000Z,3950.78000,3946.78000,0.07,-7.00,1,-10.00,1.00
79,XAUUSD,sell,low,3949.78000,3950.78000,2025-11-05T00:08:00.000Z,2025-11-05T00:09:00.000Z,3950.78000,3946.78000,0.07,-7.00,1,-10.00,1.00
80,XAUUSD,sell,low,3949.78000,3950.78000,2025-11-05T00:09:00.000Z,2025-11-05T00:10:00.000Z,3950.78000,3946.78000,0.06,-6.00,1,-10.00,1.00
81,XAUUSD,sell,low,3949.78000,3950.78000,2025-11-05T00:10:00.000Z,2025-11-05T00:11:00.000Z,3950.78000,3946.78000,0.06,-6.00,1,-10.00,1.00
82,XAUUSD,sell,low,3949.78000,3950.78000,2025-11-05T00:11:00.000Z,2025-11-05T00:12:00.000Z,3950.78000,3946.78000,0.06,-6.00,1,-10.00,1.00
83,XAUUSD,sell,low,3954.35000,3955.40500,2025-11-05T00:13:00.000Z,2025-11-05T00:19:00.000Z,3955.40500,3951.18500,0.05,-5.27,6,-10.55,1.00
84,XAUUSD,sell,low,3954.35000,3955.40500,2025-11-05T00:14:00.000Z,2025-11-05T00:19:00.000Z,3955.40500,3951.18500,0.05,-5.27,5,-10.55,1.00
85,XAUUSD,sell,low,3954.35000,3955.40500,2025-11-05T00:15:00.000Z,2025-11-05T00:19:00.000Z,3955.40500,3951.18500,0.05,-5.27,4,-10.55,1.00
86,XAUUSD,sell,low,3954.35000,3955.40500,2025-11-05T00:20:00.000Z,2025-11-05T00:27:00.000Z,3955.40500,3951.18500,0.04,-4.22,7,-10.55,1.00
88,XAUUSD,sell,low,3954.38000,3955.38000,2025-11-05T00:22:00.000Z,2025-11-05T00:27:00.000Z,3955.38000,3951.38000,0.05,-5.00,5,-10.00,1.00
87,XAUUSD,sell,low,3955.28000,3952.28000,2025-11-05T00:21:00.000Z,2025-11-05T00:30:00.000Z,3956.28000,3952.28000,0.05,15.00,9,30.00,3.00
89,XAUUSD,sell,low,3954.31000,3955.31000,2025-11-05T00:28:00.000Z,2025-11-05T00:32:00.000Z,3955.31000,3951.31000,0.04,-4.00,4,-10.00,1.00
90,XAUUSD,sell,low,3954.31000,3955.31000,2025-11-05T00:29:00.000Z,2025-11-05T00:32:00.000Z,3955.31000,3951.31000,0.04,-4.00,3,-10.00,1.00
91,XAUUSD,sell,low,3954.31000,3955.31000,2025-11-05T00:31:00.000Z,2025-11-05T00:32:00.000Z,3955.31000,3951.31000,0.05,-5.00,1,-10.00,1.00
92,XAUUSD,sell,low,3954.31000,3955.31000,2025-11-05T00:33:00.000Z,2025-11-05T00:34:00.000Z,3955.31000,3951.31000,0.04,-4.00,1,-10.00,1.00
93,XAUUSD,sell,low,3954.31000,3955.31000,2025-11-05T00:35:00.000Z,2025-11-05T00:36:00.000Z,3955.31000,3951.31000,0.04,-4.00,1,-10.00,1.00
94,XAUUSD,sell,low,3963.99000,3964.99000,2025-11-05T03:00:00.000Z,2025-11-05T03:01:00.000Z,3964.99000,3960.99000,0.04,-4.00,1,-10.00,1.00
95,XAUUSD,sell,low,3963.99000,3964.99000,2025-11-05T03:01:00.000Z,2025-11-05T03:02:00.000Z,3964.99000,3960.99000,0.04,-4.00,1,-10.00,1.00
96,XAUUSD,sell,low,3963.99000,3964.99000,2025-11-05T03:02:00.000Z,2025-11-05T03:03:00.000Z,3964.99000,3960.99000,0.03,-3.00,1,-10.00,1.00
97,XAUUSD,sell,low,3966.27000,3968.01000,2025-11-05T03:04:00.000Z,2025-11-05T03:07:00.000Z,3968.01000,3961.05000,0.02,-3.48,3,-17.40,1.00
98,XAUUSD,sell,low,3966.27000,3968.01000,2025-11-05T03:06:00.000Z,2025-11-05T03:07:00.000Z,3968.01000,3961.05000,0.02,-3.48,1,-17.40,1.00
99,XAUUSD,sell,low,3966.27000,3968.01000,2025-11-05T03:07:00.000Z,2025-11-05T03:08:00.000Z,3968.01000,3961.05000,0.02,-3.48,1,-17.40,1.00
100,XAUUSD,sell,low,3966.27000,3968.01000,2025-11-05T03:08:00.000Z,2025-11-05T03:09:00.000Z,3968.01000,3961.05000,0.02,-3.48,1,-17.40,1.00
101,XAUUSD,sell,low,3968.66000,3965.06000,2025-11-05T03:09:00.000Z,2025-11-05T03:13:00.000Z,3969.86000,3965.06000,0.02,7.20,4,36.00,3.00
102,XAUUSD,sell,low,3968.66000,3965.06000,2025-11-05T03:10:00.000Z,2025-11-05T03:13:00.000Z,3969.86000,3965.06000,0.02,7.20,3,36.00,3.00
103,XAUUSD,sell,low,3968.66000,3965.06000,2025-11-05T03:11:00.000Z,2025-11-05T03:13:00.000Z,3969.86000,3965.06000,0.02,7.20,2,36.00,3.00
104,XAUUSD,sell,low,3965.04000,3966.04000,2025-11-05T03:16:00.000Z,2025-11-05T03:18:00.000Z,3966.04000,3962.04000,0.04,-4.00,2,-10.00,1.00
105,XAUUSD,sell,low,3965.04000,3966.04000,2025-11-05T03:17:00.000Z,2025-11-05T03:18:00.000Z,3966.04000,3962.04000,0.04,-4.00,1,-10.00,1.00
106,XAUUSD,sell,low,3965.04000,3966.04000,2025-11-05T03:18:00.000Z,2025-11-05T03:19:00.000Z,3966.04000,3962.04000,0.03,-3.00,1,-10.00,1.00
107,XAUUSD,sell,low,3965.04000,3966.04000,2025-11-05T03:19:00.000Z,2025-11-05T03:20:00.000Z,3966.04000,3962.04000,0.03,-3.00,1,-10.00,1.00
108,XAUUSD,sell,low,3967.72000,3969.50500,2025-11-05T03:20:00.000Z,2025-11-05T03:24:00.000Z,3969.50500,3962.36500,0.02,-3.57,4,-17.85,1.00
109,XAUUSD,sell,low,3967.72000,3969.50500,2025-11-05T03:21:00.000Z,2025-11-05T03:24:00.000Z,3969.50500,3962.36500,0.02,-3.57,3,-17.85,1.00
110,XAUUSD,sell,low,3967.72000,3969.50500,2025-11-05T03:22:00.000Z,2025-11-05T03:24:00.000Z,3969.50500,3962.36500,0.02,-3.57,2,-17.85,1.00
111,XAUUSD,sell,low,3967.72000,3969.50500,2025-11-05T03:25:00.000Z,2025-11-05T03:26:00.000Z,3969.50500,3962.36500,0.01,-1.78,1,-17.85,1.00
114,XAUUSD,sell,low,3968.67000,3965.67000,2025-11-05T03:28:00.000Z,2025-11-05T03:30:00.000Z,3969.67000,3965.67000,0.02,6.00,2,30.00,3.00
112,XAUUSD,sell,low,3967.72000,3969.50500,2025-11-05T03:26:00.000Z,2025-11-05T03:32:00.000Z,3969.50500,3962.36500,0.01,-1.78,6,-17.85,1.00
113,XAUUSD,sell,low,3967.72000,3969.50500,2025-11-05T03:27:00.000Z,2025-11-05T03:32:00.000Z,3969.50500,3962.36500,0.01,-1.78,5,-17.85,1.00
115,XAUUSD,sell,low,3967.91000,3969.25500,2025-11-05T03:31:00.000Z,2025-11-05T03:32:00.000Z,3969.25500,3963.87500,0.02,-2.69,1,-13.45,1.00
116,XAUUSD,sell,low,3967.91000,3969.25500,2025-11-05T03:33:00.000Z,2025-11-05T03:34:00.000Z,3969.25500,3963.87500,0.02,-2.69,1,-13.45,1.00
117,XAUUSD,sell,low,3970.90000,3971.90000,2025-11-05T03:39:00.000Z,2025-11-05T03:41:00.000Z,3971.90000,3967.90000,0.02,-2.00,2,-10.00,1.00
120,XAUUSD,sell,low,3969.85000,3970.85000,2025-11-05T03:48:00.000Z,2025-11-05T03:50:00.000Z,3970.85000,3966.85000,0.02,-2.00,2,-10.00,1.00
118,XAUUSD,sell,low,3971.06000,3968.06000,2025-11-05T03:45:00.000Z,2025-11-05T03:53:00.000Z,3972.06000,3968.06000,0.02,6.00,8,30.00,3.00
119,XAUUSD,sell,low,3971.30000,3968.30000,2025-11-05T03:47:00.000Z,2025-11-05T03:53:00.000Z,3972.30000,3968.30000,0.02,6.00,6,30.00,3.00
121,XAUUSD,sell,low,3971.79000,3967.54500,2025-11-05T03:51:00.000Z,2025-11-05T03:53:00.000Z,3973.20500,3967.54500,0.01,4.24,2,42.45,3.00
122,XAUUSD,sell,low,3971.79000,3967.54500,2025-11-05T03:54:00.000Z,2025-11-05T03:55:00.000Z,3973.20500,3967.54500,0.02,8.49,1,42.45,3.00
123,XAUUSD,sell,low,3968.74000,3965.74000,2025-11-05T03:55:00.000Z,2025-11-05T03:57:00.000Z,3969.74000,3965.74000,0.03,9.00,2,30.00,3.00
124,XAUUSD,sell,low,3967.69000,3964.69000,2025-11-05T03:56:00.000Z,2025-11-05T04:01:00.000Z,3968.69000,3964.69000,0.03,9.00,5,30.00,3.00
125,XAUUSD,sell,low,3967.23000,3963.97500,2025-11-05T03:57:00.000Z,2025-11-05T04:07:00.000Z,3968.31500,3963.97500,0.03,9.77,10,32.55,3.00
126,XAUUSD,sell,low,3967.23000,3963.97500,2025-11-05T03:58:00.000Z,2025-11-05T04:07:00.000Z,3968.31500,3963.97500,0.03,9.77,9,32.55,3.00
127,XAUUSD,sell,low,3966.82000,3967.93500,2025-11-05T04:02:00.000Z,2025-11-05T04:16:00.000Z,3967.93500,3963.47500,0.04,-4.46,14,-11.15,1.00
128,XAUUSD,sell,low,3966.64000,3967.98500,2025-11-05T04:08:00.000Z,2025-11-05T04:16:00.000Z,3967.98500,3962.60500,0.04,-5.38,8,-13.45,1.00
129,XAUUSD,sell,low,3966.64000,3967.98500,2025-11-05T04:09:00.000Z,2025-11-05T04:16:00.000Z,3967.98500,3962.60500,0.04,-5.38,7,-13.45,1.00
130,XAUUSD,sell,low,3966.14000,3967.14000,2025-11-05T04:39:00.000Z,2025-11-05T04:40:00.000Z,3967.14000,3963.14000,0.04,-4.00,1,-10.00,1.00
131,XAUUSD,sell,low,3966.14000,3967.14000,2025-11-05T04:43:00.000Z,2025-11-05T04:44:00.000Z,3967.14000,3963.14000,0.04,-4.00,1,-10.00,1.00
132,XAUUSD,sell,low,3966.14000,3967.14000,2025-11-05T04:44:00.000Z,2025-11-05T04:45:00.000Z,3967.14000,3963.14000,0.04,-4.00,1,-10.00,1.00
133,XAUUSD,sell,low,3971.31000,3972.31000,2025-11-05T04:50:00.000Z,2025-11-05T04:56:00.000Z,3972.31000,3968.31000,0.04,-4.00,6,-10.00,1.00
134,XAUUSD,sell,low,3971.31000,3972.31000,2025-11-05T04:51:00.000Z,2025-11-05T04:56:00.000Z,3972.31000,3968.31000,0.04,-4.00,5,-10.00,1.00
135,XAUUSD,sell,low,3970.48000,3971.48000,2025-11-05T04:52:00.000Z,2025-11-05T04:56:00.000Z,3971.48000,3967.48000,0.04,-4.00,4,-10.00,1.00
136,XAUUSD,sell,low,3968.67000,3969.67000,2025-11-05T06:39:00.000Z,2025-11-05T06:40:00.000Z,3969.67000,3965.67000,0.03,-3.00,1,-10.00,1.00
138,XAUUSD,sell,low,3970.12000,3971.12000,2025-11-05T06:50:00.000Z,2025-11-05T06:52:00.000Z,3971.12000,3967.12000,0.03,-3.00,2,-10.00,1.00
137,XAUUSD,sell,low,3971.05000,3972.05000,2025-11-05T06:44:00.000Z,2025-11-05T06:55:00.000Z,3972.05000,3968.05000,0.03,-3.00,11,-10.00,1.00
139,XAUUSD,sell,low,3962.72000,3963.72000,2025-11-05T07:18:00.000Z,2025-11-05T07:19:00.000Z,3963.72000,3959.72000,0.03,-3.00,1,-10.00,1.00
140,XAUUSD,sell,low,3962.72000,3963.72000,2025-11-05T07:19:00.000Z,2025-11-05T07:20:00.000Z,3963.72000,3959.72000,0.03,-3.00,1,-10.00,1.00
141,XAUUSD,sell,low,3962.72000,3963.72000,2025-11-05T07:20:00.000Z,2025-11-05T07:21:00.000Z,3963.72000,3959.72000,0.02,-2.00,1,-10.00,1.00
142,XAUUSD,sell,low,3962.72000,3963.72000,2025-11-05T07:21:00.000Z,2025-11-05T07:22:00.000Z,3963.72000,3959.72000,0.02,-2.00,1,-10.00,1.00
143,XAUUSD,sell,low,3962.72000,3963.72000,2025-11-05T07:22:00.000Z,2025-11-05T07:23:00.000Z,3963.72000,3959.72000,0.02,-2.00,1,-10.00,1.00
144,XAUUSD,sell,low,3962.72000,3963.72000,2025-11-05T07:23:00.000Z,2025-11-05T07:24:00.000Z,3963.72000,3959.72000,0.02,-2.00,1,-10.00,1.00
145,XAUUSD,sell,low,3962.72000,3963.72000,2025-11-05T07:24:00.000Z,2025-11-05T07:25:00.000Z,3963.72000,3959.72000,0.02,-2.00,1,-10.00,1.00
146,XAUUSD,sell,low,3962.72000,3963.72000,2025-11-05T07:25:00.000Z,2025-11-05T07:26:00.000Z,3963.72000,3959.72000,0.02,-2.00,1,-10.00,1.00
147,XAUUSD,sell,low,3965.56000,3966.56000,2025-11-05T07:26:00.000Z,2025-11-05T07:31:00.000Z,3966.56000,3962.56000,0.02,-2.00,5,-10.00,1.00
148,XAUUSD,sell,low,3965.56000,3966.56000,2025-11-05T07:27:00.000Z,2025-11-05T07:31:00.000Z,3966.56000,3962.56000,0.02,-2.00,4,-10.00,1.00
149,XAUUSD,sell,low,3965.27000,3966.27000,2025-11-05T07:28:00.000Z,2025-11-05T07:31:00.000Z,3966.27000,3962.27000,0.02,-2.00,3,-10.00,1.00
150,XAUUSD,sell,low,3965.40000,3966.40000,2025-11-05T07:32:00.000Z,2025-11-05T07:37:00.000Z,3966.40000,3962.40000,0.02,-2.00,5,-10.00,1.00
151,XAUUSD,sell,low,3965.40000,3966.40000,2025-11-05T07:33:00.000Z,2025-11-05T07:37:00.000Z,3966.40000,3962.40000,0.02,-2.00,4,-10.00,1.00
