ticket,symbol,direction,strategy,entryPrice,exitPrice,entryTime,exitTime,sl,tp,volume,profit,durationMinutes,pips,riskReward
17,XAUUSD,buy,low,3950.12000,3962.78000,2025-10-29T22:55:00.000Z,2025-10-29T23:05:00.000Z,3943.79000,3962.78000,0.56,708.96,10,126.60,2.00
18,XAUUSD,buy,low,3950.39000,3943.79000,2025-10-29T23:10:00.000Z,2025-10-30T00:00:00.000Z,3943.79000,3963.59000,0.59,-389.40,50,-66.00,1.00
19,XAUUSD,buy,low,3936.40000,3957.56000,2025-10-30T01:35:00.000Z,2025-10-30T02:25:00.000Z,3925.82000,3957.56000,0.35,740.60,50,211.60,2.00
20,XAUUSD,buy,low,3978.03000,3982.12000,2025-10-30T10:00:00.000Z,2025-10-30T10:10:00.000Z,3958.93000,3982.12000,0.21,85.89,10,40.90,0.21
21,XAUUSD,buy,low,3979.97000,3982.12000,2025-10-30T10:15:00.000Z,2025-10-30T10:20:00.000Z,3958.93000,3982.12000,0.20,43.00,5,21.50,0.10
22,XAUUSD,buy,low,3970.80000,3977.22000,2025-10-30T10:25:00.000Z,2025-10-30T10:35:00.000Z,3958.93000,3977.22000,0.35,224.70,10,64.20,0.54
23,XAUUSD,buy,low,3976.68000,3977.22000,2025-10-30T10:40:00.000Z,2025-10-30T10:45:00.000Z,3958.93000,3977.22000,0.24,12.96,5,5.40,0.03
24,XAUUSD,buy,low,3972.21000,3977.22000,2025-10-30T10:50:00.000Z,2025-10-30T11:10:00.000Z,3958.93000,3977.22000,0.32,160.32,20,50.10,0.38
25,XAUUSD,buy,low,4023.86000,3994.25000,2025-10-30T23:40:00.000Z,2025-10-31T01:10:00.000Z,3994.25000,4029.99000,0.15,-444.15,90,-296.10,1.00
26,XAUUSD,buy,low,4006.50000,4010.38000,2025-10-31T03:40:00.000Z,2025-10-31T03:45:00.000Z,3994.25000,4010.38000,0.34,131.92,5,38.80,0.32
27,XAUUSD,buy,low,4007.32000,4010.38000,2025-10-31T03:50:00.000Z,2025-10-31T04:05:00.000Z,3994.25000,4010.38000,0.32,97.92,15,30.60,0.23
28,XAUUSD,buy,low,4009.52000,4010.38000,2025-10-31T04:10:00.000Z,2025-10-31T04:15:00.000Z,3994.25000,4010.38000,0.28,24.08,5,8.60,0.06
29,XAUUSD,buy,low,4011.40000,4029.99000,2025-10-31T04:20:00.000Z,2025-10-31T10:40:00.000Z,3994.25000,4029.99000,0.25,464.75,380,185.90,1.08
30,XAUUSD,buy,low,4015.85000,4016.70000,2025-10-31T11:40:00.000Z,2025-10-31T11:45:00.000Z,4007.44000,4016.70000,0.53,45.05,5,8.50,0.10
31,XAUUSD,buy,low,4014.46000,4016.70000,2025-10-31T11:50:00.000Z,2025-10-31T11:55:00.000Z,4007.44000,4016.70000,0.64,143.36,5,22.40,0.32
32,XAUUSD,buy,low,4008.81000,4022.95000,2025-11-03T11:30:00.000Z,2025-11-03T11:45:00.000Z,4001.74000,4022.95000,0.65,919.10,15,141.40,2.00
33,XAUUSD,buy,low,4011.45000,4001.64000,2025-11-03T12:25:00.000Z,2025-11-03T13:15:00.000Z,4001.64000,4025.87000,0.51,-500.31,50,-98.10,1.00
34,XAUUSD,buy,low,4006.33000,4001.64000,2025-11-03T14:00:00.000Z,2025-11-03T15:10:00.000Z,4001.64000,4015.71000,1.02,-478.38,70,-46.90,1.00
35,XAUUSD,buy,low,4010.30000,4011.90000,2025-11-03T17:00:00.000Z,2025-11-03T17:05:00.000Z,4001.64000,4011.90000,0.52,83.20,5,16.00,0.18
36,XAUUSD,buy,low,4010.12000,4011.90000,2025-11-03T17:10:00.000Z,2025-11-03T17:15:00.000Z,4001.64000,4011.90000,0.54,96.12,5,17.80,0.21
37,XAUUSD,buy,low,4011.05000,4011.90000,2025-11-03T17:20:00.000Z,2025-11-03T17:25:00.000Z,4001.64000,4011.90000,0.49,41.65,5,8.50,0.09
38,XAUUSD,buy,low,4009.77000,4001.64000,2025-11-03T17:30:00.000Z,2025-11-03T18:20:00.000Z,4001.64000,4011.90000,0.57,-463.41,50,-81.30,1.00
39,XAUUSD,buy,low,3986.52000,3994.41000,2025-11-03T23:55:00.000Z,2025-11-04T00:30:00.000Z,3975.80000,3994.41000,0.41,323.49,35,78.90,0.74
40,XAUUSD,buy,low,3992.20000,3994.41000,2025-11-04T00:40:00.000Z,2025-11-04T00:45:00.000Z,3981.54000,3994.41000,0.43,95.03,5,22.10,0.21
41,XAUUSD,buy,low,3991.42000,3981.54000,2025-11-04T01:00:00.000Z,2025-11-04T02:05:00.000Z,3981.54000,3994.41000,0.47,-464.36,65,-98.80,1.00
42,XAUUSD,buy,low,3979.42000,3994.41000,2025-11-04T03:45:00.000Z,2025-11-04T04:20:00.000Z,3968.34000,3994.41000,0.40,599.60,35,149.90,1.35
43,XAUUSD,buy,low,3963.06000,3973.45000,2025-11-05T08:40:00.000Z,2025-11-05T10:05:00.000Z,3938.31000,3973.45000,0.19,197.41,85,103.90,0.42
44,XAUUSD,buy,low,3967.38000,3977.90000,2025-11-05T10:15:00.000Z,2025-11-05T10:50:00.000Z,3962.12000,3977.90000,0.91,957.32,35,105.20,2.00
45,XAUUSD,buy,low,3970.45000,3981.97000,2025-11-05T12:10:00.000Z,2025-11-05T12:30:00.000Z,3964.69000,3981.97000,0.92,1059.84,20,115.20,2.00
46,XAUUSD,buy,low,3973.88000,3964.69000,2025-11-05T20:50:00.000Z,2025-11-05T22:05:00.000Z,3964.69000,3985.81000,0.63,-578.97,75,-91.90,1.00
47,XAUUSD,buy,low,3972.55000,3985.81000,2025-11-05T22:30:00.000Z,2025-11-06T00:20:00.000Z,3964.69000,3985.81000,0.70,928.20,110,132.60,1.69
48,XAUUSD,buy,low,3993.48000,3998.73000,2025-11-07T02:50:00.000Z,2025-11-07T03:20:00.000Z,3985.48000,3998.73000,0.75,393.75,30,52.50,0.66
49,XAUUSD,buy,low,3998.42000,3998.73000,2025-11-07T08:40:00.000Z,2025-11-07T08:45:00.000Z,3985.48000,3998.73000,0.48,14.88,5,3.10,0.02
50,XAUUSD,buy,low,4003.54000,3985.48000,2025-11-07T09:15:00.000Z,2025-11-07T11:35:00.000Z,3985.48000,4009.72000,0.34,-614.04,140,-180.60,1.00
51,XAUUSD,buy,low,4004.05000,4008.82000,2025-11-07T18:05:00.000Z,2025-11-09T20:00:00.000Z,3985.48000,4008.82000,0.32,152.64,2995,47.70,0.26
52,XAUUSD,buy,low,4006.50000,4008.82000,2025-11-09T20:15:00.000Z,2025-11-09T20:20:00.000Z,3997.83000,4008.82000,0.69,160.08,5,23.20,0.27
53,XAUUSD,buy,low,4008.41000,4008.82000,2025-11-09T20:25:00.000Z,2025-11-09T20:40:00.000Z,3985.48000,4008.82000,0.26,10.66,15,4.10,0.02
54,XAUUSD,buy,low,4006.84000,4008.82000,2025-11-09T20:45:00.000Z,2025-11-09T20:55:00.000Z,3997.83000,4008.82000,0.67,132.66,10,19.80,0.22
55,XAUUSD,buy,low,4088.06000,4075.66000,2025-11-10T11:00:00.000Z,2025-11-10T11:30:00.000Z,4075.66000,4105.77000,0.49,-607.60,30,-124.00,1.00
56,XAUUSD,buy,low,4131.02000,4127.88000,2025-11-11T04:15:00.000Z,2025-11-11T04:30:00.000Z,4127.88000,4137.30000,1.85,-580.90,15,-31.40,1.00
57,XAUUSD,buy,low,4136.72000,4137.69000,2025-11-11T05:10:00.000Z,2025-11-11T06:00:00.000Z,4127.88000,4137.69000,0.62,60.14,50,9.70,0.11
58,XAUUSD,buy,low,4132.73000,4127.88000,2025-11-11T11:40:00.000Z,2025-11-11T11:45:00.000Z,4127.88000,4142.43000,1.14,-552.90,5,-48.50,1.00
59,XAUUSD,buy,low,4117.71000,4125.01000,2025-11-11T16:15:00.000Z,2025-11-11T16:45:00.000Z,4114.06000,4125.01000,1.44,1051.20,30,73.00,2.00
60,XAUUSD,buy,low,4114.46000,4114.06000,2025-11-12T03:45:00.000Z,2025-11-12T03:50:00.000Z,4114.06000,4115.26000,10.00,-400.00,5,-4.00,1.00
61,XAUUSD,buy,low,4118.44000,4114.06000,2025-11-12T03:55:00.000Z,2025-11-12T04:40:00.000Z,4114.06000,4127.20000,1.28,-560.64,45,-43.80,1.00
62,XAUUSD,buy,low,4116.72000,4114.06000,2025-11-12T04:50:00.000Z,2025-11-12T05:05:00.000Z,4114.06000,4122.04000,2.00,-532.00,15,-26.60,1.00
63,XAUUSD,buy,low,4125.49000,4131.05000,2025-11-12T10:05:00.000Z,2025-11-12T10:30:00.000Z,4114.06000,4131.05000,0.44,244.64,25,55.60,0.49
64,XAUUSD,buy,low,4127.19000,4131.05000,2025-11-12T11:30:00.000Z,2025-11-12T11:35:00.000Z,4114.06000,4131.05000,0.39,150.54,5,38.60,0.29
65,XAUUSD,buy,low,4195.79000,4190.37000,2025-11-12T20:25:00.000Z,2025-11-12T20:35:00.000Z,4190.37000,4206.63000,0.97,-525.74,10,-54.20,1.00
66,XAUUSD,buy,low,4191.24000,4190.37000,2025-11-12T20:45:00.000Z,2025-11-12T20:50:00.000Z,4190.37000,4192.98000,5.73,-498.51,5,-8.70,1.00
67,XAUUSD,buy,low,4191.06000,4190.37000,2025-11-12T20:55:00.000Z,2025-11-12T21:00:00.000Z,4190.37000,4192.44000,6.86,-473.34,5,-6.90,1.00
68,XAUUSD,buy,low,4198.22000,4190.37000,2025-11-12T22:00:00.000Z,2025-11-12T22:10:00.000Z,4190.37000,4208.17000,0.57,-447.45,10,-78.50,1.00
69,XAUUSD,buy,low,4190.69000,4190.37000,2025-11-12T22:20:00.000Z,2025-11-12T22:25:00.000Z,4190.37000,4191.33000,10.00,-320.00,5,-3.20,1.00
70,XAUUSD,buy,low,4193.63000,4190.37000,2025-11-12T23:00:00.000Z,2025-11-12T23:05:00.000Z,4190.37000,4200.15000,1.26,-410.76,5,-32.60,1.00
71,XAUUSD,buy,low,4193.83000,4190.37000,2025-11-12T23:10:00.000Z,2025-11-12T23:20:00.000Z,4190.37000,4200.75000,1.13,-390.98,10,-34.60,1.00
72,XAUUSD,buy,low,4191.09000,4190.37000,2025-11-12T23:50:00.000Z,2025-11-12T23:55:00.000Z,4190.37000,4192.53000,5.15,-370.80,5,-7.20,1.00
73,XAUUSD,buy,low,4228.24000,4190.37000,2025-11-13T10:40:00.000Z,2025-11-13T11:40:00.000Z,4190.37000,4239.35000,0.09,-340.83,60,-378.70,1.00
74,XAUUSD,buy,low,4190.92000,4173.51000,2025-11-14T03:00:00.000Z,2025-11-14T03:25:00.000Z,4173.51000,4211.18000,0.19,-330.79,25,-174.10,1.00
75,XAUUSD,buy,low,4180.68000,4173.51000,2025-11-14T04:50:00.000Z,2025-11-14T05:05:00.000Z,4173.51000,4195.02000,0.44,-315.48,15,-71.70,1.00
76,XAUUSD,buy,low,4074.38000,4072.85000,2025-11-17T11:35:00.000Z,2025-11-17T11:40:00.000Z,4072.85000,4077.44000,1.98,-302.94,5,-15.30,1.00
77,XAUUSD,buy,low,4074.58000,4078.04000,2025-11-17T11:45:00.000Z,2025-11-17T11:50:00.000Z,4072.85000,4078.04000,1.67,577.82,5,34.60,2.00
78,XAUUSD,buy,low,4076.07000,4072.85000,2025-11-17T11:55:00.000Z,2025-11-17T12:00:00.000Z,4072.85000,4082.51000,0.98,-315.56,5,-32.20,1.00
79,XAUUSD,buy,low,4065.22000,4074.38000,2025-11-17T12:05:00.000Z,2025-11-17T12:20:00.000Z,4060.64000,4074.38000,0.66,604.56,15,91.60,2.00
80,XAUUSD,buy,low,4072.32000,4068.38000,2025-11-17T12:25:00.000Z,2025-11-17T12:50:00.000Z,4068.38000,4080.20000,0.84,-330.96,25,-39.40,1.00
81,XAUUSD,buy,low,4038.41000,4031.95000,2025-11-17T22:05:00.000Z,2025-11-17T22:40:00.000Z,4031.95000,4051.33000,0.49,-316.54,35,-64.60,1.00
82,XAUUSD,buy,low,4109.86000,4101.80000,2025-11-19T12:40:00.000Z,2025-11-19T12:50:00.000Z,4101.80000,4118.95000,0.37,-298.22,10,-80.60,1.00
83,XAUUSD,buy,low,4080.74000,4082.18000,2025-11-19T17:15:00.000Z,2025-11-19T18:30:00.000Z,4059.33000,4082.18000,0.13,18.72,75,14.40,0.07
84,XAUUSD,buy,low,4080.66000,4081.93000,2025-11-19T18:35:00.000Z,2025-11-19T18:45:00.000Z,4059.33000,4081.93000,0.13,16.51,10,12.70,0.06
85,XAUUSD,buy,low,4077.49000,4081.93000,2025-11-19T18:50:00.000Z,2025-11-19T20:00:00.000Z,4059.33000,4081.93000,0.16,71.04,70,44.40,0.24
86,XAUUSD,buy,low,4073.28000,4059.33000,2025-11-20T03:10:00.000Z,2025-11-20T03:25:00.000Z,4059.33000,4080.36000,0.21,-292.95,15,-139.50,1.00
87,XAUUSD,buy,low,4068.16000,4059.33000,2025-11-20T03:55:00.000Z,2025-11-20T04:40:00.000Z,4059.33000,4077.63000,0.31,-273.73,45,-88.30,1.00
88,XAUUSD,buy,low,4059.71000,4052.71000,2025-11-21T01:05:00.000Z,2025-11-21T01:30:00.000Z,4052.71000,4073.71000,0.37,-259.00,25,-70.00,1.00
89,XAUUSD,buy,low,4033.98000,4057.60000,2025-11-21T05:15:00.000Z,2025-11-21T06:10:00.000Z,4022.17000,4057.60000,0.21,496.02,55,236.20,2.00
90,XAUUSD,buy,low,4038.74000,4062.41000,2025-11-21T07:10:00.000Z,2025-11-21T09:30:00.000Z,4022.17000,4062.41000,0.16,378.72,140,236.70,1.43
