ticket,symbol,direction,strategy,entryPrice,exitPrice,entryTime,exitTime,sl,tp,volume,profit,durationMinutes,pips,riskReward
21,XAUUSD,buy,low,4076.20000,4075.20000,2025-11-20T02:06:00.000Z,2025-11-20T02:07:00.000Z,4075.20000,4079.20000,0.44,-44.00,1,-10.00,1.00
22,XAUUSD,buy,low,4067.83000,4073.03500,2025-11-20T02:19:00.000Z,2025-11-20T02:20:00.000Z,4066.09500,4073.03500,0.24,124.92,1,52.05,3.00
23,XAUUSD,buy,low,4067.83000,4066.09500,2025-11-20T02:22:00.000Z,2025-11-20T02:32:00.000Z,4066.09500,4073.03500,0.28,-48.58,10,-17.35,1.00
24,XAUUSD,buy,low,4067.83000,4066.09500,2025-11-20T02:23:00.000Z,2025-11-20T02:32:00.000Z,4066.09500,4073.03500,0.28,-48.58,9,-17.35,1.00
25,XAUUSD,buy,low,4070.26000,4073.26000,2025-11-20T03:09:00.000Z,2025-11-20T03:10:00.000Z,4069.26000,4073.26000,0.43,129.00,1,30.00,3.00
26,XAUUSD,buy,low,4070.26000,4073.26000,2025-11-20T03:10:00.000Z,2025-11-20T03:11:00.000Z,4069.26000,4073.26000,0.50,150.00,1,30.00,3.00
27,XAUUSD,buy,low,4070.26000,4073.26000,2025-11-20T03:11:00.000Z,2025-11-20T03:12:00.000Z,4069.26000,4073.26000,0.57,171.00,1,30.00,3.00
28,XAUUSD,buy,low,4070.26000,4073.26000,2025-11-20T03:12:00.000Z,2025-11-20T03:13:00.000Z,4069.26000,4073.26000,0.66,198.00,1,30.00,3.00
29,XAUUSD,buy,low,4070.26000,4073.26000,2025-11-20T03:13:00.000Z,2025-11-20T03:14:00.000Z,4069.26000,4073.26000,0.76,228.00,1,30.00,3.00
30,XAUUSD,buy,low,4070.26000,4073.26000,2025-11-20T03:14:00.000Z,2025-11-20T03:15:00.000Z,4069.26000,4073.26000,0.87,261.00,1,30.00,3.00
31,XAUUSD,buy,low,4070.26000,4073.26000,2025-11-20T03:15:00.000Z,2025-11-20T03:16:00.000Z,4069.26000,4073.26000,1.00,300.00,1,30.00,3.00
32,XAUUSD,buy,low,4070.26000,4073.26000,2025-11-20T03:16:00.000Z,2025-11-20T03:17:00.000Z,4069.26000,4073.26000,1.15,345.00,1,30.00,3.00
33,XAUUSD,buy,low,4065.75000,4068.75000,2025-11-20T03:38:00.000Z,2025-11-20T03:40:00.000Z,4064.75000,4068.75000,1.32,396.00,2,30.00,3.00
34,XAUUSD,buy,low,4067.05000,4070.05000,2025-11-20T03:39:00.000Z,2025-11-20T03:40:00.000Z,4066.05000,4070.05000,1.32,396.00,1,30.00,3.00
35,XAUUSD,buy,low,4067.05000,4070.05000,2025-11-20T03:40:00.000Z,2025-11-20T03:41:00.000Z,4066.05000,4070.05000,1.72,516.00,1,30.00,3.00
36,XAUUSD,buy,low,4067.05000,4070.05000,2025-11-20T03:41:00.000Z,2025-11-20T03:42:00.000Z,4066.05000,4070.05000,1.98,594.00,1,30.00,3.00
37,XAUUSD,buy,low,4067.05000,4070.05000,2025-11-20T03:42:00.000Z,2025-11-20T03:47:00.000Z,4066.05000,4070.05000,2.27,681.00,5,30.00,3.00
38,XAUUSD,buy,low,4067.05000,4070.05000,2025-11-20T03:43:00.000Z,2025-11-20T03:47:00.000Z,4066.05000,4070.05000,2.27,681.00,4,30.00,3.00
39,XAUUSD,buy,low,4067.05000,4070.05000,2025-11-20T03:44:00.000Z,2025-11-20T03:47:00.000Z,4066.05000,4070.05000,2.27,681.00,3,30.00,3.00
40,XAUUSD,buy,low,4066.93000,4065.93000,2025-11-20T03:48:00.000Z,2025-11-20T03:50:00.000Z,4065.93000,4069.93000,3.29,-329.00,2,-10.00,1.00
41,XAUUSD,buy,low,4066.93000,4065.93000,2025-11-20T03:49:00.000Z,2025-11-20T03:50:00.000Z,4065.93000,4069.93000,3.29,-329.00,1,-10.00,1.00
42,XAUUSD,buy,low,4064.81000,4068.17000,2025-11-20T03:57:00.000Z,2025-11-20T03:58:00.000Z,4063.69000,4068.17000,2.65,890.40,1,33.60,3.00
43,XAUUSD,buy,low,4064.81000,4068.17000,2025-11-20T03:58:00.000Z,2025-11-20T03:59:00.000Z,4063.69000,4068.17000,3.05,1024.80,1,33.60,3.00
44,XAUUSD,buy,low,4064.81000,4068.17000,2025-11-20T03:59:00.000Z,2025-11-20T04:03:00.000Z,4063.69000,4068.17000,3.50,1176.00,4,33.60,3.00
45,XAUUSD,buy,low,4064.81000,4068.17000,2025-11-20T04:02:00.000Z,2025-11-20T04:03:00.000Z,4063.69000,4068.17000,3.50,1176.00,1,33.60,3.00
46,XAUUSD,buy,low,4064.81000,4068.17000,2025-11-20T04:03:00.000Z,2025-11-20T04:04:00.000Z,4063.69000,4068.17000,4.55,1528.80,1,33.60,3.00
47,XAUUSD,buy,low,4064.81000,4068.17000,2025-11-20T04:04:00.000Z,2025-11-20T04:05:00.000Z,4063.69000,4068.17000,5.24,1760.64,1,33.60,3.00
48,XAUUSD,buy,low,4064.81000,4068.17000,2025-11-20T04:05:00.000Z,2025-11-20T04:06:00.000Z,4063.69000,4068.17000,6.02,2022.72,1,33.60,3.00
49,XAUUSD,buy,low,4064.81000,4068.17000,2025-11-20T04:06:00.000Z,2025-11-20T04:07:00.000Z,4063.69000,4068.17000,6.92,2325.12,1,33.60,3.00
50,XAUUSD,buy,low,4071.91000,4070.34000,2025-11-20T04:07:00.000Z,2025-11-20T04:16:00.000Z,4070.34000,4076.62000,5.68,-891.76,9,-15.70,1.00
51,XAUUSD,buy,low,4071.91000,4070.34000,2025-11-20T04:08:00.000Z,2025-11-20T04:16:00.000Z,4070.34000,4076.62000,5.68,-891.76,8,-15.70,1.00
52,XAUUSD,buy,low,4071.91000,4070.34000,2025-11-20T04:09:00.000Z,2025-11-20T04:16:00.000Z,4070.34000,4076.62000,5.68,-891.76,7,-15.70,1.00
53,XAUUSD,buy,low,4072.91000,4071.66000,2025-11-20T04:18:00.000Z,2025-11-20T04:19:00.000Z,4071.66000,4076.66000,6.06,-757.50,1,-12.50,1.00
54,XAUUSD,buy,low,4072.91000,4071.66000,2025-11-20T04:33:00.000Z,2025-11-20T04:34:00.000Z,4071.66000,4076.66000,5.76,-720.00,1,-12.50,1.00
55,XAUUSD,sell,low,4049.82000,4038.99000,2025-11-20T05:15:00.000Z,2025-11-20T05:23:00.000Z,4053.43000,4038.99000,1.90,2057.70,8,108.30,3.00
56,XAUUSD,sell,low,4049.82000,4038.99000,2025-11-20T05:16:00.000Z,2025-11-20T05:23:00.000Z,4053.43000,4038.99000,1.90,2057.70,7,108.30,3.00
57,XAUUSD,sell,low,4044.22000,4045.73500,2025-11-20T05:31:00.000Z,2025-11-20T05:32:00.000Z,4045.73500,4039.67500,5.87,-889.30,1,-15.15,1.00
58,XAUUSD,sell,low,4044.22000,4045.73500,2025-11-20T05:32:00.000Z,2025-11-20T05:33:00.000Z,4045.73500,4039.67500,5.58,-845.37,1,-15.15,1.00
59,XAUUSD,sell,low,4044.22000,4045.73500,2025-11-20T05:33:00.000Z,2025-11-20T05:34:00.000Z,4045.73500,4039.67500,5.30,-802.95,1,-15.15,1.00
60,XAUUSD,sell,low,4044.22000,4045.73500,2025-11-20T05:34:00.000Z,2025-11-20T05:35:00.000Z,4045.73500,4039.67500,5.04,-763.56,1,-15.15,1.00
61,XAUUSD,sell,low,4056.71000,4051.61000,2025-11-20T05:37:00.000Z,2025-11-20T05:40:00.000Z,4058.41000,4051.61000,4.26,2172.60,3,51.00,3.00
62,XAUUSD,sell,low,4054.52000,4050.72500,2025-11-20T05:38:00.000Z,2025-11-20T05:41:00.000Z,4055.78500,4050.72500,5.73,2174.53,3,37.95,3.00
63,XAUUSD,sell,low,4054.52000,4050.72500,2025-11-20T05:39:00.000Z,2025-11-20T05:41:00.000Z,4055.78500,4050.72500,5.73,2174.53,2,37.95,3.00
64,XAUUSD,sell,low,4054.52000,4055.78500,2025-11-20T05:41:00.000Z,2025-11-20T05:46:00.000Z,4055.78500,4050.72500,8.31,-1051.21,5,-12.65,1.00
65,XAUUSD,sell,low,4054.52000,4055.78500,2025-11-20T05:42:00.000Z,2025-11-20T05:46:00.000Z,4055.78500,4050.72500,8.31,-1051.21,4,-12.65,1.00
66,XAUUSD,sell,low,4054.52000,4055.78500,2025-11-20T05:43:00.000Z,2025-11-20T05:46:00.000Z,4055.78500,4050.72500,8.31,-1051.21,3,-12.65,1.00
67,XAUUSD,sell,low,4058.24000,4053.99500,2025-11-20T05:49:00.000Z,2025-11-20T05:52:00.000Z,4059.65500,4053.99500,6.31,2678.59,3,42.45,3.00
68,XAUUSD,sell,low,4058.24000,4053.99500,2025-11-20T05:51:00.000Z,2025-11-20T05:52:00.000Z,4059.65500,4053.99500,6.31,2678.59,1,42.45,3.00
69,XAUUSD,sell,low,4055.29000,4056.29000,2025-11-20T05:52:00.000Z,2025-11-20T05:53:00.000Z,4056.29000,4052.29000,10.00,-1000.00,1,-10.00,1.00
70,XAUUSD,sell,low,4055.29000,4056.29000,2025-11-20T05:53:00.000Z,2025-11-20T05:54:00.000Z,4056.29000,4052.29000,10.00,-1000.00,1,-10.00,1.00
71,XAUUSD,buy,low,4055.89000,4060.93000,2025-11-20T05:57:00.000Z,2025-11-20T05:58:00.000Z,4054.21000,4060.93000,6.32,3185.28,1,50.40,3.00
72,XAUUSD,buy,low,4055.89000,4060.93000,2025-11-20T05:58:00.000Z,2025-11-20T05:59:00.000Z,4054.21000,4060.93000,7.26,3659.04,1,50.40,3.00
73,XAUUSD,buy,low,4055.89000,4060.93000,2025-11-20T06:01:00.000Z,2025-11-20T06:02:00.000Z,4054.21000,4060.93000,8.35,4208.40,1,50.40,3.00
74,XAUUSD,buy,low,4055.89000,4060.93000,2025-11-20T06:02:00.000Z,2025-11-20T06:03:00.000Z,4054.21000,4060.93000,9.61,4843.44,1,50.40,3.00
75,XAUUSD,buy,low,4055.89000,4060.93000,2025-11-20T06:03:00.000Z,2025-11-20T06:04:00.000Z,4054.21000,4060.93000,10.00,5040.00,1,50.40,3.00
76,XAUUSD,buy,low,4055.89000,4060.93000,2025-11-20T06:04:00.000Z,2025-11-20T06:05:00.000Z,4054.21000,4060.93000,10.00,5040.00,1,50.40,3.00
77,XAUUSD,buy,low,4055.89000,4060.93000,2025-11-20T06:05:00.000Z,2025-11-20T06:06:00.000Z,4054.21000,4060.93000,10.00,5040.00,1,50.40,3.00
78,XAUUSD,buy,low,4055.89000,4060.93000,2025-11-20T06:07:00.000Z,2025-11-20T06:08:00.000Z,4054.21000,4060.93000,10.00,5040.00,1,50.40,3.00
79,XAUUSD,buy,low,4055.89000,4060.93000,2025-11-20T06:11:00.000Z,2025-11-20T06:12:00.000Z,4054.21000,4060.93000,10.00,5040.00,1,50.40,3.00
80,XAUUSD,buy,low,4055.89000,4060.93000,2025-11-20T06:12:00.000Z,2025-11-20T06:13:00.000Z,4054.21000,4060.93000,10.00,5040.00,1,50.40,3.00
81,XAUUSD,buy,low,4055.89000,4060.93000,2025-11-20T06:13:00.000Z,2025-11-20T06:14:00.000Z,4054.21000,4060.93000,10.00,5040.00,1,50.40,3.00
82,XAUUSD,buy,low,4055.89000,4060.93000,2025-11-20T06:14:00.000Z,2025-11-20T06:15:00.000Z,4054.21000,4060.93000,10.00,5040.00,1,50.40,3.00
83,XAUUSD,buy,low,4067.54000,4066.20500,2025-11-20T06:15:00.000Z,2025-11-20T06:18:00.000Z,4066.20500,4071.54500,10.00,-1335.00,3,-13.35,1.00
84,XAUUSD,buy,low,4067.54000,4066.20500,2025-11-20T06:16:00.000Z,2025-11-20T06:18:00.000Z,4066.20500,4071.54500,10.00,-1335.00,2,-13.35,1.00
85,XAUUSD,buy,low,4067.54000,4066.20500,2025-11-20T06:17:00.000Z,2025-11-20T06:18:00.000Z,4066.20500,4071.54500,10.00,-1335.00,1,-13.35,1.00
86,XAUUSD,buy,low,4067.54000,4066.20500,2025-11-20T06:21:00.000Z,2025-11-20T06:23:00.000Z,4066.20500,4071.54500,10.00,-1335.00,2,-13.35,1.00
87,XAUUSD,buy,low,4067.54000,4066.20500,2025-11-20T06:22:00.000Z,2025-11-20T06:23:00.000Z,4066.20500,4071.54500,10.00,-1335.00,1,-13.35,1.00
88,XAUUSD,buy,low,4063.03000,4066.18000,2025-11-20T06:52:00.000Z,2025-11-20T06:53:00.000Z,4061.98000,4066.18000,10.00,3150.00,1,31.50,3.00
89,XAUUSD,buy,low,4063.03000,4066.18000,2025-11-20T06:54:00.000Z,2025-11-20T06:55:00.000Z,4061.98000,4066.18000,10.00,3150.00,1,31.50,3.00
90,XAUUSD,buy,low,4063.03000,4066.18000,2025-11-20T07:03:00.000Z,2025-11-20T07:04:00.000Z,4061.98000,4066.18000,10.00,3150.00,1,31.50,3.00
91,XAUUSD,buy,low,4066.77000,4065.77000,2025-11-20T07:04:00.000Z,2025-11-20T07:08:00.000Z,4065.77000,4069.77000,10.00,-1000.00,4,-10.00,1.00
92,XAUUSD,buy,low,4066.77000,4065.77000,2025-11-20T07:06:00.000Z,2025-11-20T07:08:00.000Z,4065.77000,4069.77000,10.00,-1000.00,2,-10.00,1.00
93,XAUUSD,buy,low,4066.77000,4065.77000,2025-11-20T07:07:00.000Z,2025-11-20T07:08:00.000Z,4065.77000,4069.77000,10.00,-1000.00,1,-10.00,1.00
94,XAUUSD,buy,low,4066.77000,4065.77000,2025-11-20T07:09:00.000Z,2025-11-20T07:10:00.000Z,4065.77000,4069.77000,10.00,-1000.00,1,-10.00,1.00
95,XAUUSD,buy,low,4055.36000,4058.36000,2025-11-20T08:43:00.000Z,2025-11-20T08:44:00.000Z,4054.36000,4058.36000,10.00,3000.00,1,30.00,3.00
96,XAUUSD,buy,low,4055.36000,4058.36000,2025-11-20T09:07:00.000Z,2025-11-20T09:08:00.000Z,4054.36000,4058.36000,10.00,3000.00,1,30.00,3.00
97,XAUUSD,buy,low,4055.36000,4058.36000,2025-11-20T09:08:00.000Z,2025-11-20T09:09:00.000Z,4054.36000,4058.36000,10.00,3000.00,1,30.00,3.00
98,XAUUSD,buy,low,4055.36000,4058.36000,2025-11-20T09:09:00.000Z,2025-11-20T09:10:00.000Z,4054.36000,4058.36000,10.00,3000.00,1,30.00,3.00
99,XAUUSD,buy,low,4066.35000,4071.75000,2025-11-20T09:10:00.000Z,2025-11-20T09:11:00.000Z,4064.55000,4071.75000,10.00,5400.00,1,54.00,3.00
100,XAUUSD,buy,low,4066.35000,4071.75000,2025-11-20T09:11:00.000Z,2025-11-20T09:12:00.000Z,4064.55000,4071.75000,10.00,5400.00,1,54.00,3.00
101,XAUUSD,buy,low,4066.35000,4071.75000,2025-11-20T09:12:00.000Z,2025-11-20T09:13:00.000Z,4064.55000,4071.75000,10.00,5400.00,1,54.00,3.00
102,XAUUSD,buy,low,4066.35000,4071.75000,2025-11-20T09:13:00.000Z,2025-11-20T09:14:00.000Z,4064.55000,4071.75000,10.00,5400.00,1,54.00,3.00
103,XAUUSD,buy,low,4066.35000,4071.75000,2025-11-20T09:14:00.000Z,2025-11-20T09:15:00.000Z,4064.55000,4071.75000,10.00,5400.00,1,54.00,3.00
104,XAUUSD,buy,low,4066.35000,4071.75000,2025-11-20T09:15:00.000Z,2025-11-20T09:16:00.000Z,4064.55000,4071.75000,10.00,5400.00,1,54.00,3.00
105,XAUUSD,buy,low,4066.35000,4071.75000,2025-11-20T09:16:00.000Z,2025-11-20T09:17:00.000Z,4064.55000,4071.75000,10.00,5400.00,1,54.00,3.00
106,XAUUSD,buy,low,4066.35000,4071.75000,2025-11-20T09:17:00.000Z,2025-11-20T09:18:00.000Z,4064.55000,4071.75000,10.00,5400.00,1,54.00,3.00
107,XAUUSD,buy,low,4066.35000,4071.75000,2025-11-20T09:18:00.000Z,2025-11-20T09:19:00.000Z,4064.55000,4071.75000,10.00,5400.00,1,54.00,3.00
108,XAUUSD,buy,low,4066.35000,4071.75000,2025-11-20T09:19:00.000Z,2025-11-20T09:20:00.000Z,4064.55000,4071.75000,10.00,5400.00,1,54.00,3.00
109,XAUUSD,buy,low,4066.35000,4071.75000,2025-11-20T09:20:00.000Z,2025-11-20T09:21:00.000Z,4064.55000,4071.75000,10.00,5400.00,1,54.00,3.00
110,XAUUSD,buy,low,4066.35000,4071.75000,2025-11-20T09:21:00.000Z,2025-11-20T09:22:00.000Z,4064.55000,4071.75000,10.00,5400.00,1,54.00,3.00
111,XAUUSD,buy,low,4066.35000,4071.75000,2025-11-20T09:22:00.000Z,2025-11-20T09:23:00.000Z,4064.55000,4071.75000,10.00,5400.00,1,54.00,3.00
112,XAUUSD,buy,low,4066.35000,4071.75000,2025-11-20T09:23:00.000Z,2025-11-20T09:24:00.000Z,4064.55000,4071.75000,10.00,5400.00,1,54.00,3.00
113,XAUUSD,buy,low,4066.35000,4071.75000,2025-11-20T09:24:00.000Z,2025-11-20T09:25:00.000Z,4064.55000,4071.75000,10.00,5400.00,1,54.00,3.00
114,XAUUSD,buy,low,4066.35000,4071.75000,2025-11-20T09:25:00.000Z,2025-11-20T09:26:00.000Z,4064.55000,4071.75000,10.00,5400.00,1,54.00,3.00
115,XAUUSD,buy,low,4066.35000,4071.75000,2025-11-20T09:26:00.000Z,2025-11-20T09:27:00.000Z,4064.55000,4071.75000,10.00,5400.00,1,54.00,3.00
116,XAUUSD,buy,low,4066.35000,4071.75000,2025-11-20T09:27:00.000Z,2025-11-20T09:28:00.000Z,4064.55000,4071.75000,10.00,5400.00,1,54.00,3.00
117,XAUUSD,buy,low,4066.35000,4071.75000,2025-11-20T09:28:00.000Z,2025-11-20T09:29:00.000Z,4064.55000,4071.75000,10.00,5400.00,1,54.00,3.00
118,XAUUSD,buy,low,4066.35000,4071.75000,2025-11-20T09:29:00.000Z,2025-11-20T09:30:00.000Z,4064.55000,4071.75000,10.00,5400.00,1,54.00,3.00
119,XAUUSD,buy,low,4066.35000,4071.75000,2025-11-20T09:30:00.000Z,2025-11-20T09:31:00.000Z,4064.55000,4071.75000,10.00,5400.00,1,54.00,3.00
120,XAUUSD,buy,low,4066.35000,4071.75000,2025-11-20T09:31:00.000Z,2025-11-20T09:32:00.000Z,4064.55000,4071.75000,10.00,5400.00,1,54.00,3.00
121,XAUUSD,buy,low,4066.35000,4071.75000,2025-11-20T09:32:00.000Z,2025-11-20T09:33:00.000Z,4064.55000,4071.75000,10.00,5400.00,1,54.00,3.00
122,XAUUSD,buy,low,4066.35000,4071.75000,2025-11-20T09:33:00.000Z,2025-11-20T09:34:00.000Z,4064.55000,4071.75000,10.00,5400.00,1,54.00,3.00
123,XAUUSD,buy,low,4066.35000,4071.75000,2025-11-20T09:34:00.000Z,2025-11-20T09:35:00.000Z,4064.55000,4071.75000,10.00,5400.00,1,54.00,3.00
124,XAUUSD,buy,low,4066.35000,4071.75000,2025-11-20T09:35:00.000Z,2025-11-20T09:36:00.000Z,4064.55000,4071.75000,10.00,5400.00,1,54.00,3.00
125,XAUUSD,buy,low,4066.35000,4071.75000,2025-11-20T09:36:00.000Z,2025-11-20T09:37:00.000Z,4064.55000,4071.75000,10.00,5400.00,1,54.00,3.00
126,XAUUSD,buy,low,4066.35000,4071.75000,2025-11-20T09:37:00.000Z,2025-11-20T09:38:00.000Z,4064.55000,4071.75000,10.00,5400.00,1,54.00,3.00
127,XAUUSD,buy,low,4066.35000,4071.75000,2025-11-20T09:38:00.000Z,2025-11-20T09:39:00.000Z,4064.55000,4071.75000,10.00,5400.00,1,54.00,3.00
128,XAUUSD,buy,low,4066.35000,4071.75000,2025-11-20T09:39:00.000Z,2025-11-20T09:40:00.000Z,4064.55000,4071.75000,10.00,5400.00,1,54.00,3.00
129,XAUUSD,buy,low,4066.35000,4071.75000,2025-11-20T09:40:00.000Z,2025-11-20T09:41:00.000Z,4064.55000,4071.75000,10.00,5400.00,1,54.00,3.00
130,XAUUSD,buy,low,4074.10000,4077.25000,2025-11-20T09:41:00.000Z,2025-11-20T09:42:00.000Z,4073.05000,4077.25000,10.00,3150.00,1,31.50,3.00
131,XAUUSD,buy,low,4074.10000,4077.25000,2025-11-20T09:42:00.000Z,2025-11-20T09:43:00.000Z,4073.05000,4077.25000,10.00,3150.00,1,31.50,3.00
132,XAUUSD,buy,low,4074.10000,4077.25000,2025-11-20T09:43:00.000Z,2025-11-20T09:46:00.000Z,4073.05000,4077.25000,10.00,3150.00,3,31.50,3.00
133,XAUUSD,buy,low,4074.10000,4077.25000,2025-11-20T09:44:00.000Z,2025-11-20T09:46:00.000Z,4073.05000,4077.25000,10.00,3150.00,2,31.50,3.00
134,XAUUSD,buy,low,4074.10000,4077.25000,2025-11-20T09:45:00.000Z,2025-11-20T09:46:00.000Z,4073.05000,4077.25000,10.00,3150.00,1,31.50,3.00
135,XAUUSD,buy,low,4074.10000,4077.25000,2025-11-20T09:47:00.000Z,2025-11-20T09:48:00.000Z,4073.05000,4077.25000,10.00,3150.00,1,31.50,3.00
136,XAUUSD,buy,low,4074.10000,4077.25000,2025-11-20T09:48:00.000Z,2025-11-20T09:49:00.000Z,4073.05000,4077.25000,10.00,3150.00,1,31.50,3.00
137,XAUUSD,buy,low,4074.10000,4077.25000,2025-11-20T09:49:00.000Z,2025-11-20T09:50:00.000Z,4073.05000,4077.25000,10.00,3150.00,1,31.50,3.00
138,XAUUSD,buy,low,4074.10000,4077.25000,2025-11-20T09:51:00.000Z,2025-11-20T09:52:00.000Z,4073.05000,4077.25000,10.00,3150.00,1,31.50,3.00
139,XAUUSD,buy,low,4074.10000,4077.25000,2025-11-20T09:52:00.000Z,2025-11-20T09:53:00.000Z,4073.05000,4077.25000,10.00,3150.00,1,31.50,3.00
140,XAUUSD,buy,low,4074.10000,4077.25000,2025-11-20T09:54:00.000Z,2025-11-20T09:55:00.000Z,4073.05000,4077.25000,10.00,3150.00,1,31.50,3.00
141,XAUUSD,buy,low,4074.10000,4077.25000,2025-11-20T09:55:00.000Z,2025-11-20T09:56:00.000Z,4073.05000,4077.25000,10.00,3150.00,1,31.50,3.00
142,XAUUSD,buy,low,4074.10000,4077.25000,2025-11-20T09:56:00.000Z,2025-11-20T09:57:00.000Z,4073.05000,4077.25000,10.00,3150.00,1,31.50,3.00
143,XAUUSD,buy,low,4074.10000,4077.25000,2025-11-20T09:57:00.000Z,2025-11-20T09:58:00.000Z,4073.05000,4077.25000,10.00,3150.00,1,31.50,3.00
144,XAUUSD,buy,low,4074.10000,4077.25000,2025-11-20T09:58:00.000Z,2025-11-20T09:59:00.000Z,4073.05000,4077.25000,10.00,3150.00,1,31.50,3.00
145,XAUUSD,buy,low,4087.92000,4086.35500,2025-11-20T10:30:00.000Z,2025-11-20T10:31:00.000Z,4086.35500,4092.61500,10.00,-1565.00,1,-15.65,1.00
146,XAUUSD,buy,low,4087.92000,4086.35500,2025-11-20T10:31:00.000Z,2025-11-20T10:32:00.000Z,4086.35500,4092.61500,10.00,-1565.00,1,-15.65,1.00
147,XAUUSD,buy,low,4087.92000,4086.35500,2025-11-20T10:33:00.000Z,2025-11-20T10:34:00.000Z,4086.35500,4092.61500,10.00,-1565.00,1,-15.65,1.00
148,XAUUSD,buy,low,4087.92000,4086.35500,2025-11-20T10:34:00.000Z,2025-11-20T10:35:00.000Z,4086.35500,4092.61500,10.00,-1565.00,1,-15.65,1.00
149,XAUUSD,buy,low,4087.92000,4086.35500,2025-11-20T10:35:00.000Z,2025-11-20T10:36:00.000Z,4086.35500,4092.61500,10.00,-1565.00,1,-15.65,1.00
150,XAUUSD,buy,low,4078.83000,4084.75500,2025-11-20T10:36:00.000Z,2025-11-20T10:37:00.000Z,4076.85500,4084.75500,10.00,5925.00,1,59.25,3.00
151,XAUUSD,buy,low,4078.83000,4076.85500,2025-11-20T10:44:00.000Z,2025-11-20T10:46:00.000Z,4076.85500,4084.75500,10.00,-1975.00,2,-19.75,1.00
