ticket,symbol,direction,strategy,entryPrice,exitPrice,entryTime,exitTime,sl,tp,volume,profit,durationMinutes,pips,riskReward
4,XAUUSD,sell,low,4063.83000,4104.46830,2025-11-24T04:44:00.000Z,2025-11-24T15:38:00.000Z,4104.46830,3962.23425,0.12,-487.66,654,-406.38,1.00
5,XAUUSD,sell,low,4064.26000,4104.90260,2025-11-24T04:47:00.000Z,2025-11-24T15:38:00.000Z,4104.90260,3962.65350,0.12,-487.71,651,-406.43,1.00
