ticket,symbol,direction,strategy,entryPrice,exitPrice,entryTime,exitTime,sl,tp,volume,profit,durationMinutes,pips,riskReward
65,XAUUSD,sell,low,4239.25000,4281.64250,2025-10-17T17:30:00.000Z,2025-10-20T11:10:00.000Z,4281.64250,4154.46500,0.12,-508.71,3940,-423.92,1.00
64,XAUUSD,buy,low,4206.80000,4290.93600,2025-10-17T16:10:00.000Z,2025-10-20T11:15:00.000Z,4164.73200,4290.93600,0.13,1093.77,4025,841.36,2.00
67,XAUUSD,sell,low,4316.00000,4359.16000,2025-10-20T11:45:00.000Z,2025-10-20T17:30:00.000Z,4359.16000,4229.68000,0.13,-561.08,345,-431.60,1.00
68,XAUUSD,sell,low,4358.17000,4271.00660,2025-10-20T17:45:00.000Z,2025-10-21T07:00:00.000Z,4401.75170,4271.00660,0.12,1045.96,795,871.63,2.00
66,XAUUSD,buy,low,4296.65000,4253.68350,2025-10-20T11:20:00.000Z,2025-10-21T07:10:00.000Z,4253.68350,4382.58300,0.13,-558.56,1190,-429.67,1.00
70,XAUUSD,buy,low,4265.11000,4222.45890,2025-10-21T07:15:00.000Z,2025-10-21T11:10:00.000Z,4222.45890,4350.41220,0.13,-554.46,235,-426.51,1.00
69,XAUUSD,sell,low,4280.67000,4195.05660,2025-10-21T07:05:00.000Z,2025-10-21T12:00:00.000Z,4323.47670,4195.05660,0.13,1112.97,295,856.13,2.00
71,XAUUSD,buy,low,4230.63000,4188.32370,2025-10-21T11:15:00.000Z,2025-10-21T12:45:00.000Z,4188.32370,4315.24260,0.12,-507.68,90,-423.06,1.00
73,XAUUSD,buy,low,4175.22000,4133.46780,2025-10-21T13:00:00.000Z,2025-10-21T13:25:00.000Z,4133.46780,4258.72440,0.13,-542.78,25,-417.52,1.00
72,XAUUSD,sell,low,4200.86000,4116.84280,2025-10-21T12:05:00.000Z,2025-10-21T13:35:00.000Z,4242.86860,4116.84280,0.14,1176.24,90,840.17,2.00
74,XAUUSD,sell,low,4101.53000,4142.54530,2025-10-21T13:40:00.000Z,2025-10-21T14:10:00.000Z,4142.54530,4019.49940,0.14,-574.21,30,-410.15,1.00
75,XAUUSD,buy,low,4113.42000,4072.28580,2025-10-21T13:45:00.000Z,2025-10-21T23:00:00.000Z,4072.28580,4195.68840,0.14,-575.88,555,-411.34,1.00
76,XAUUSD,sell,low,4135.92000,4053.20160,2025-10-21T14:15:00.000Z,2025-10-21T23:05:00.000Z,4177.27920,4053.20160,0.13,1075.34,530,827.18,2.00
77,XAUUSD,sell,low,4037.02000,4077.39020,2025-10-21T23:10:00.000Z,2025-10-21T23:35:00.000Z,4077.39020,3956.27960,0.14,-565.18,25,-403.70,1.00
79,XAUUSD,sell,low,4074.93000,4115.67930,2025-10-21T23:55:00.000Z,2025-10-22T00:10:00.000Z,4115.67930,3993.43140,0.13,-529.74,15,-407.49,1.00
78,XAUUSD,buy,low,4053.07000,4134.13140,2025-10-21T23:15:00.000Z,2025-10-22T02:35:00.000Z,4012.53930,4134.13140,0.14,1134.86,200,810.61,2.00
80,XAUUSD,sell,low,4108.62000,4149.70620,2025-10-22T00:15:00.000Z,2025-10-22T05:35:00.000Z,4149.70620,4026.44760,0.13,-534.12,320,-410.86,1.00
81,XAUUSD,buy,low,4138.89000,4097.50110,2025-10-22T02:40:00.000Z,2025-10-22T07:10:00.000Z,4097.50110,4221.66780,0.14,-579.44,270,-413.89,1.00
82,XAUUSD,sell,low,4156.50000,4073.37000,2025-10-22T05:45:00.000Z,2025-10-22T07:15:00.000Z,4198.06500,4073.37000,0.13,1080.69,90,831.30,2.00
83,XAUUSD,sell,low,4104.51000,4022.41980,2025-10-22T07:20:00.000Z,2025-10-22T10:00:00.000Z,4145.55510,4022.41980,0.14,1149.26,160,820.90,2.00
84,XAUUSD,sell,low,4028.02000,4068.30020,2025-10-22T10:05:00.000Z,2025-10-22T12:10:00.000Z,4068.30020,3947.45960,0.16,-644.48,125,-402.80,1.00
86,XAUUSD,sell,low,4064.93000,4105.57930,2025-10-22T12:15:00.000Z,2025-10-22T18:30:00.000Z,4105.57930,3983.63140,0.15,-609.74,375,-406.49,1.00
85,XAUUSD,buy,low,4034.52000,4115.21040,2025-10-22T10:15:00.000Z,2025-10-22T21:00:00.000Z,3994.17480,4115.21040,0.16,1291.05,645,806.90,2.00
87,XAUUSD,sell,low,4103.16000,4144.19160,2025-10-22T18:40:00.000Z,2025-10-23T12:20:00.000Z,4144.19160,4021.09680,0.14,-574.44,1060,-410.32,1.00
88,XAUUSD,buy,low,4100.80000,4059.79200,2025-10-22T21:05:00.000Z,2025-10-24T07:10:00.000Z,4059.79200,4182.81600,0.15,-615.12,2045,-410.08,1.00
89,XAUUSD,sell,low,4139.86000,4057.06280,2025-10-23T12:30:00.000Z,2025-10-24T07:10:00.000Z,4181.25860,4057.06280,0.15,1241.96,1120,827.97,2.00
91,XAUUSD,sell,low,4049.37000,4089.86370,2025-10-24T07:20:00.000Z,2025-10-24T11:30:00.000Z,4089.86370,3968.38260,0.16,-647.90,250,-404.94,1.00
92,XAUUSD,sell,low,4075.45000,4116.20450,2025-10-24T11:45:00.000Z,2025-10-24T12:15:00.000Z,4116.20450,3993.94100,0.15,-611.32,30,-407.55,1.00
90,XAUUSD,buy,low,4055.08000,4136.18160,2025-10-24T07:15:00.000Z,2025-10-24T15:05:00.000Z,4014.52920,4136.18160,0.16,1297.63,470,811.02,2.00
94,XAUUSD,buy,low,4132.93000,4091.60070,2025-10-24T15:10:00.000Z,2025-10-26T20:00:00.000Z,4091.60070,4215.58860,0.15,-619.94,3170,-413.29,1.00
95,XAUUSD,buy,low,4098.42000,4057.43580,2025-10-26T20:30:00.000Z,2025-10-27T02:05:00.000Z,4057.43580,4180.38840,0.15,-614.76,335,-409.84,1.00
93,XAUUSD,sell,low,4114.77000,4032.47460,2025-10-24T12:20:00.000Z,2025-10-27T06:55:00.000Z,4155.91770,4032.47460,0.14,1152.14,3995,822.95,2.00
96,XAUUSD,buy,low,4060.10000,4019.49900,2025-10-27T02:15:00.000Z,2025-10-27T09:35:00.000Z,4019.49900,4141.30200,0.14,-568.41,440,-406.01,1.00
98,XAUUSD,buy,low,4020.42000,3980.21580,2025-10-27T09:40:00.000Z,2025-10-27T13:00:00.000Z,3980.21580,4100.82840,0.15,-603.06,200,-402.04,1.00
97,XAUUSD,sell,low,4036.23000,3955.50540,2025-10-27T07:05:00.000Z,2025-10-28T04:10:00.000Z,4076.59230,3955.50540,0.16,1291.59,1265,807.25,2.00
99,XAUUSD,buy,low,3981.51000,3941.69490,2025-10-27T13:15:00.000Z,2025-10-28T04:45:00.000Z,3941.69490,4061.14020,0.14,-557.41,930,-398.15,1.00
101,XAUUSD,buy,low,3942.55000,3903.12450,2025-10-28T05:00:00.000Z,2025-10-28T06:40:00.000Z,3903.12450,4021.40100,0.16,-630.81,100,-394.25,1.00
102,XAUUSD,buy,low,3907.03000,3985.17060,2025-10-28T06:45:00.000Z,2025-10-29T05:05:00.000Z,3867.95970,3985.17060,0.15,1172.11,1340,781.41,2.00
100,XAUUSD,sell,low,3955.18000,3994.73180,2025-10-28T04:15:00.000Z,2025-10-29T05:10:00.000Z,3994.73180,3876.07640,0.16,-632.83,1495,-395.52,1.00
103,XAUUSD,buy,low,3995.07000,3955.11930,2025-10-29T05:10:00.000Z,2025-10-29T16:35:00.000Z,3955.11930,4074.97140,0.15,-599.26,685,-399.51,1.00
105,XAUUSD,buy,low,3970.45000,3930.74550,2025-10-29T17:10:00.000Z,2025-10-29T17:40:00.000Z,3930.74550,4049.85900,0.15,-595.57,30,-397.04,1.00
106,XAUUSD,buy,low,3941.98000,4020.81960,2025-10-29T17:45:00.000Z,2025-10-30T17:00:00.000Z,3902.56020,4020.81960,0.14,1103.75,1395,788.40,2.00
104,XAUUSD,sell,low,3993.33000,4033.26330,2025-10-29T05:30:00.000Z,2025-10-30T20:50:00.000Z,4033.26330,3913.46340,0.15,-599.00,2360,-399.33,1.00
107,XAUUSD,buy,low,4024.90000,3984.65100,2025-10-30T17:05:00.000Z,2025-10-31T14:10:00.000Z,3984.65100,4105.39800,0.15,-603.73,1265,-402.49,1.00
108,XAUUSD,sell,low,4031.89000,3951.25220,2025-10-30T21:00:00.000Z,2025-11-04T11:25:00.000Z,4072.20890,3951.25220,0.14,1128.93,6625,806.38,2.00
109,XAUUSD,buy,low,3985.64000,3945.78360,2025-10-31T14:20:00.000Z,2025-11-04T11:30:00.000Z,3945.78360,4065.35280,0.14,-557.99,5590,-398.56,1.00
110,XAUUSD,sell,low,3938.28000,3977.66280,2025-11-04T11:30:00.000Z,2025-11-05T02:25:00.000Z,3977.66280,3859.51440,0.14,-551.36,895,-393.83,1.00
112,XAUUSD,sell,low,3974.84000,4014.58840,2025-11-05T02:30:00.000Z,2025-11-06T05:25:00.000Z,4014.58840,3895.34320,0.14,-556.48,1615,-397.48,1.00
111,XAUUSD,buy,low,3938.60000,4017.37200,2025-11-04T11:45:00.000Z,2025-11-06T08:50:00.000Z,3899.21400,4017.37200,0.14,1102.81,2705,787.72,2.00
114,XAUUSD,buy,low,4017.92000,3977.74080,2025-11-06T08:55:00.000Z,2025-11-06T12:35:00.000Z,3977.74080,4098.27840,0.14,-562.51,220,-401.79,1.00
113,XAUUSD,sell,low,4013.79000,4053.92790,2025-11-06T05:30:00.000Z,2025-11-10T01:00:00.000Z,4053.92790,3933.51420,0.13,-521.79,5490,-401.38,1.00
115,XAUUSD,buy,low,3980.38000,4059.98760,2025-11-06T12:45:00.000Z,2025-11-10T02:30:00.000Z,3940.57620,4059.98760,0.14,1114.51,5145,796.08,2.00
116,XAUUSD,sell,low,4054.83000,4095.37830,2025-11-10T01:15:00.000Z,2025-11-10T09:20:00.000Z,4095.37830,3973.73340,0.13,-527.13,485,-405.48,1.00
117,XAUUSD,buy,low,4061.68000,4142.91360,2025-11-10T02:35:00.000Z,2025-11-11T00:10:00.000Z,4021.06320,4142.91360,0.14,1137.27,1295,812.34,2.00
118,XAUUSD,sell,low,4102.09000,4143.11090,2025-11-10T10:15:00.000Z,2025-11-11T00:10:00.000Z,4143.11090,4020.04820,0.13,-533.27,835,-410.21,1.00
119,XAUUSD,buy,low,4145.32000,4103.86680,2025-11-11T00:15:00.000Z,2025-11-11T12:25:00.000Z,4103.86680,4228.22640,0.14,-580.34,730,-414.53,1.00
120,XAUUSD,sell,low,4126.59000,4167.85590,2025-11-11T04:00:00.000Z,2025-11-12T12:15:00.000Z,4167.85590,4044.05820,0.14,-577.72,1935,-412.66,1.00
121,XAUUSD,buy,low,4102.52000,4184.57040,2025-11-11T12:30:00.000Z,2025-11-12T12:50:00.000Z,4061.49480,4184.57040,0.13,1066.66,1460,820.50,2.00
122,XAUUSD,sell,low,4175.22000,4216.97220,2025-11-12T12:50:00.000Z,2025-11-13T01:05:00.000Z,4216.97220,4091.71560,0.14,-584.53,735,-417.52,1.00
123,XAUUSD,buy,low,4181.22000,4139.40780,2025-11-12T12:55:00.000Z,2025-11-14T08:50:00.000Z,4139.40780,4264.84440,0.14,-585.37,2635,-418.12,1.00
124,XAUUSD,sell,low,4212.71000,4128.45580,2025-11-13T01:15:00.000Z,2025-11-14T09:10:00.000Z,4254.83710,4128.45580,0.13,1095.30,1915,842.54,2.00
125,XAUUSD,buy,low,4137.34000,4095.96660,2025-11-14T09:00:00.000Z,2025-11-14T10:10:00.000Z,4095.96660,4220.08680,0.12,-496.48,70,-413.73,1.00
126,XAUUSD,sell,low,4118.30000,4035.93400,2025-11-14T09:15:00.000Z,2025-11-14T11:30:00.000Z,4159.48300,4035.93400,0.14,1153.12,135,823.66,2.00
128,XAUUSD,sell,low,4063.50000,4104.13500,2025-11-14T11:45:00.000Z,2025-11-14T13:35:00.000Z,4104.13500,3982.23000,0.15,-609.53,110,-406.35,1.00
129,XAUUSD,sell,low,4108.12000,4025.95760,2025-11-14T13:40:00.000Z,2025-11-17T16:40:00.000Z,4149.20120,4025.95760,0.14,1150.27,4500,821.62,2.00
127,XAUUSD,buy,low,4055.95000,4015.39050,2025-11-14T10:35:00.000Z,2025-11-17T16:45:00.000Z,4015.39050,4137.06900,0.13,-527.27,4690,-405.59,1.00
131,XAUUSD,sell,low,4011.11000,4051.22110,2025-11-17T16:55:00.000Z,2025-11-17T20:00:00.000Z,4051.22110,3930.88780,0.15,-601.67,185,-401.11,1.00
132,XAUUSD,sell,low,4048.60000,4089.08600,2025-11-17T20:20:00.000Z,2025-11-19T02:15:00.000Z,4089.08600,3967.62800,0.14,-566.80,1795,-404.86,1.00
130,XAUUSD,buy,low,4020.51000,4100.92020,2025-11-17T16:50:00.000Z,2025-11-19T06:45:00.000Z,3980.30490,4100.92020,0.15,1206.15,2275,804.10,2.00
134,XAUUSD,buy,low,4105.86000,4064.80140,2025-11-19T06:50:00.000Z,2025-11-19T14:00:00.000Z,4064.80140,4187.97720,0.15,-615.88,430,-410.59,1.00
135,XAUUSD,buy,low,4095.27000,4054.31730,2025-11-19T20:35:00.000Z,2025-11-19T23:15:00.000Z,4054.31730,4177.17540,0.14,-573.34,160,-409.53,1.00
