ticket,symbol,direction,strategy,entryPrice,exitPrice,entryTime,exitTime,sl,tp,volume,profit,durationMinutes,pips,riskReward
33,XAUUSD,buy,low,3995.98000,3997.90000,2025-10-10T17:30:00.000Z,2025-10-10T17:35:00.000Z,3984.14000,3997.90000,0.48,92.16,5,19.20,0.16
34,XAUUSD,buy,low,3995.25000,3997.90000,2025-10-10T17:40:00.000Z,2025-10-10T17:45:00.000Z,3984.14000,3997.90000,0.52,137.80,5,26.50,0.24
35,XAUUSD,buy,low,4075.77000,4077.32000,2025-10-13T11:45:00.000Z,2025-10-13T11:50:00.000Z,4071.05000,4077.32000,1.23,190.65,5,15.50,0.33
36,XAUUSD,buy,low,4134.20000,4106.43000,2025-10-14T09:45:00.000Z,2025-10-14T11:50:00.000Z,4106.43000,4144.98000,0.21,-583.17,125,-277.70,1.00
37,XAUUSD,buy,low,4191.61000,4193.52000,2025-10-15T08:15:00.000Z,2025-10-15T08:30:00.000Z,4155.75000,4193.52000,0.16,30.56,15,19.10,0.05
38,XAUUSD,buy,low,4190.48000,4204.06000,2025-10-15T12:20:00.000Z,2025-10-15T13:00:00.000Z,4155.75000,4204.06000,0.16,217.28,40,135.80,0.39
39,XAUUSD,buy,low,4190.67000,4204.06000,2025-10-15T15:35:00.000Z,2025-10-15T17:05:00.000Z,4155.75000,4204.06000,0.16,214.24,90,133.90,0.38
40,XAUUSD,buy,low,4221.42000,4239.33000,2025-10-16T05:30:00.000Z,2025-10-16T08:55:00.000Z,4199.47000,4239.33000,0.27,483.57,205,179.10,0.82
41,XAUUSD,buy,low,4345.05000,4261.32000,2025-10-17T08:05:00.000Z,2025-10-17T12:35:00.000Z,4261.32000,4378.58000,0.07,-586.11,270,-837.30,1.00
42,XAUUSD,buy,low,4236.62000,4234.05000,2025-10-17T17:05:00.000Z,2025-10-17T17:10:00.000Z,4234.05000,4241.76000,2.25,-578.25,5,-25.70,1.00
43,XAUUSD,buy,low,4239.33000,4242.20000,2025-10-17T17:15:00.000Z,2025-10-17T17:25:00.000Z,4234.05000,4242.20000,1.04,298.48,10,28.70,0.54
44,XAUUSD,buy,low,4239.25000,4242.20000,2025-10-17T17:30:00.000Z,2025-10-17T17:35:00.000Z,4234.05000,4242.20000,1.09,321.55,5,29.50,0.57
45,XAUUSD,buy,low,4234.46000,4235.28000,2025-10-17T17:40:00.000Z,2025-10-17T17:45:00.000Z,4234.05000,4235.28000,10.00,820.00,5,8.20,2.00
46,XAUUSD,buy,low,4235.06000,4234.05000,2025-10-17T17:50:00.000Z,2025-10-17T17:55:00.000Z,4234.05000,4237.08000,6.16,-622.16,5,-10.10,1.00
47,XAUUSD,buy,low,4232.91000,4221.91000,2025-10-17T18:00:00.000Z,2025-10-17T18:15:00.000Z,4221.91000,4242.20000,0.54,-594.00,15,-110.00,1.00
48,XAUUSD,buy,low,4348.44000,4351.10000,2025-10-20T19:15:00.000Z,2025-10-20T19:20:00.000Z,4260.30000,4351.10000,0.06,15.96,5,26.60,0.03
49,XAUUSD,buy,low,4358.77000,4260.30000,2025-10-20T21:40:00.000Z,2025-10-21T07:10:00.000Z,4260.30000,4378.58000,0.06,-590.82,570,-984.70,1.00
50,XAUUSD,buy,low,4119.61000,4114.49000,2025-10-21T17:30:00.000Z,2025-10-21T17:40:00.000Z,4114.49000,4129.85000,1.04,-532.48,10,-51.20,1.00
51,XAUUSD,buy,low,4111.65000,4081.95000,2025-10-21T17:45:00.000Z,2025-10-21T23:00:00.000Z,4081.95000,4171.05000,0.17,-504.90,315,-297.00,1.00
52,XAUUSD,buy,low,4081.14000,4092.78000,2025-10-23T01:25:00.000Z,2025-10-23T02:15:00.000Z,4043.96000,4092.78000,0.13,151.32,50,116.40,0.31
53,XAUUSD,buy,low,4090.65000,4092.78000,2025-10-23T02:30:00.000Z,2025-10-23T02:35:00.000Z,4077.79000,4092.78000,0.38,80.94,5,21.30,0.17
54,XAUUSD,buy,low,4090.09000,4092.78000,2025-10-23T02:50:00.000Z,2025-10-23T03:15:00.000Z,4077.79000,4092.78000,0.40,107.60,25,26.90,0.22
55,XAUUSD,buy,low,4084.98000,4092.78000,2025-10-23T03:20:00.000Z,2025-10-23T04:10:00.000Z,4077.79000,4092.78000,0.69,538.20,50,78.00,1.08
56,XAUUSD,buy,low,4135.37000,4137.52000,2025-10-23T17:50:00.000Z,2025-10-23T18:00:00.000Z,4100.00000,4137.52000,0.15,32.25,10,21.50,0.06
57,XAUUSD,buy,low,4136.16000,4137.52000,2025-10-23T18:05:00.000Z,2025-10-24T00:05:00.000Z,4100.00000,4137.52000,0.15,20.40,360,13.60,0.04
58,XAUUSD,buy,low,4123.23000,4100.00000,2025-10-24T00:45:00.000Z,2025-10-24T05:00:00.000Z,4100.00000,4132.42000,0.23,-534.29,255,-232.30,1.00
59,XAUUSD,buy,low,4091.94000,4077.79000,2025-10-24T05:55:00.000Z,2025-10-24T06:50:00.000Z,4077.79000,4115.82000,0.35,-495.25,55,-141.50,1.00
60,XAUUSD,buy,low,3953.18000,3960.56000,2025-10-29T02:25:00.000Z,2025-10-29T03:00:00.000Z,3949.38000,3960.56000,1.25,922.50,35,73.80,1.94
61,XAUUSD,buy,low,3955.71000,3954.81000,2025-10-29T03:10:00.000Z,2025-10-29T03:15:00.000Z,3954.81000,3957.51000,5.80,-522.00,5,-9.00,1.00
62,XAUUSD,buy,low,3961.18000,3958.93000,2025-10-29T03:45:00.000Z,2025-10-29T03:55:00.000Z,3958.93000,3965.68000,2.20,-495.00,10,-22.50,1.00
63,XAUUSD,buy,low,4010.02000,3958.93000,2025-10-29T12:40:00.000Z,2025-10-29T16:35:00.000Z,3958.93000,4019.69000,0.09,-459.81,235,-510.90,1.00
64,XAUUSD,buy,low,3958.75000,3943.79000,2025-10-29T22:20:00.000Z,2025-10-29T22:40:00.000Z,3943.79000,3970.17000,0.30,-448.80,20,-149.60,1.00
65,XAUUSD,buy,low,3944.59000,3943.79000,2025-10-29T22:45:00.000Z,2025-10-29T22:50:00.000Z,3943.79000,3946.19000,5.32,-425.60,5,-8.00,1.00
66,XAUUSD,buy,low,3950.12000,3962.78000,2025-10-29T22:55:00.000Z,2025-10-29T23:05:00.000Z,3943.79000,3962.78000,0.64,810.24,10,126.60,2.00
67,XAUUSD,buy,low,3950.39000,3943.79000,2025-10-29T23:10:00.000Z,2025-10-30T00:00:00.000Z,3943.79000,3963.59000,0.67,-442.20,50,-66.00,1.00
68,XAUUSD,buy,low,3936.40000,3957.56000,2025-10-30T01:35:00.000Z,2025-10-30T02:25:00.000Z,3925.82000,3957.56000,0.40,846.40,50,211.60,2.00
69,XAUUSD,buy,low,3978.03000,3982.12000,2025-10-30T10:00:00.000Z,2025-10-30T10:10:00.000Z,3958.93000,3982.12000,0.24,98.16,10,40.90,0.21
70,XAUUSD,buy,low,3979.97000,3982.12000,2025-10-30T10:15:00.000Z,2025-10-30T10:20:00.000Z,3958.93000,3982.12000,0.22,47.30,5,21.50,0.10
71,XAUUSD,buy,low,3970.80000,3977.22000,2025-10-30T10:25:00.000Z,2025-10-30T10:35:00.000Z,3958.93000,3977.22000,0.40,256.80,10,64.20,0.54
72,XAUUSD,buy,low,3976.68000,3977.22000,2025-10-30T10:40:00.000Z,2025-10-30T10:45:00.000Z,3958.93000,3977.22000,0.27,14.58,5,5.40,0.03
73,XAUUSD,buy,low,3972.21000,3977.22000,2025-10-30T10:50:00.000Z,2025-10-30T11:10:00.000Z,3958.93000,3977.22000,0.37,185.37,20,50.10,0.38
74,XAUUSD,buy,low,4023.86000,3994.25000,2025-10-30T23:40:00.000Z,2025-10-31T01:10:00.000Z,3994.25000,4029.99000,0.17,-503.37,90,-296.10,1.00
75,XAUUSD,buy,low,4006.50000,4010.38000,2025-10-31T03:40:00.000Z,2025-10-31T03:45:00.000Z,3994.25000,4010.38000,0.38,147.44,5,38.80,0.32
76,XAUUSD,buy,low,4007.32000,4010.38000,2025-10-31T03:50:00.000Z,2025-10-31T04:05:00.000Z,3994.25000,4010.38000,0.37,113.22,15,30.60,0.23
77,XAUUSD,buy,low,4009.52000,4010.38000,2025-10-31T04:10:00.000Z,2025-10-31T04:15:00.000Z,3994.25000,4010.38000,0.32,27.52,5,8.60,0.06
78,XAUUSD,buy,low,4011.40000,4029.99000,2025-10-31T04:20:00.000Z,2025-10-31T10:40:00.000Z,3994.25000,4029.99000,0.28,520.52,380,185.90,1.08
79,XAUUSD,buy,low,4015.85000,4016.70000,2025-10-31T11:40:00.000Z,2025-10-31T11:45:00.000Z,4007.44000,4016.70000,0.61,51.85,5,8.50,0.10
80,XAUUSD,buy,low,4014.46000,4016.70000,2025-10-31T11:50:00.000Z,2025-10-31T11:55:00.000Z,4007.44000,4016.70000,0.73,163.52,5,22.40,0.32
81,XAUUSD,buy,low,4008.81000,4022.95000,2025-11-03T11:30:00.000Z,2025-11-03T11:45:00.000Z,4001.74000,4022.95000,0.74,1046.36,15,141.40,2.00
82,XAUUSD,buy,low,4011.45000,4001.64000,2025-11-03T12:25:00.000Z,2025-11-03T13:15:00.000Z,4001.64000,4025.87000,0.58,-568.98,50,-98.10,1.00
83,XAUUSD,buy,low,4006.33000,4001.64000,2025-11-03T14:00:00.000Z,2025-11-03T15:10:00.000Z,4001.64000,4015.71000,1.16,-544.04,70,-46.90,1.00
84,XAUUSD,buy,low,4010.30000,4011.90000,2025-11-03T17:00:00.000Z,2025-11-03T17:05:00.000Z,4001.64000,4011.90000,0.60,96.00,5,16.00,0.18
85,XAUUSD,buy,low,4010.12000,4011.90000,2025-11-03T17:10:00.000Z,2025-11-03T17:15:00.000Z,4001.64000,4011.90000,0.62,110.36,5,17.80,0.21
86,XAUUSD,buy,low,4011.05000,4011.90000,2025-11-03T17:20:00.000Z,2025-11-03T17:25:00.000Z,4001.64000,4011.90000,0.56,47.60,5,8.50,0.09
87,XAUUSD,buy,low,4009.77000,4001.64000,2025-11-03T17:30:00.000Z,2025-11-03T18:20:00.000Z,4001.64000,4011.90000,0.65,-528.45,50,-81.30,1.00
88,XAUUSD,buy,low,3986.52000,3994.41000,2025-11-03T23:55:00.000Z,2025-11-04T00:30:00.000Z,3975.80000,3994.41000,0.47,370.83,35,78.90,0.74
89,XAUUSD,buy,low,3992.20000,3994.41000,2025-11-04T00:40:00.000Z,2025-11-04T00:45:00.000Z,3981.54000,3994.41000,0.49,108.29,5,22.10,0.21
90,XAUUSD,buy,low,3991.42000,3981.54000,2025-11-04T01:00:00.000Z,2025-11-04T02:05:00.000Z,3981.54000,3994.41000,0.53,-523.64,65,-98.80,1.00
91,XAUUSD,buy,low,3979.42000,3994.41000,2025-11-04T03:45:00.000Z,2025-11-04T04:20:00.000Z,3968.34000,3994.41000,0.45,674.55,35,149.90,1.35
92,XAUUSD,buy,low,3963.06000,3973.45000,2025-11-05T08:40:00.000Z,2025-11-05T10:05:00.000Z,3938.31000,3973.45000,0.22,228.58,85,103.90,0.42
93,XAUUSD,buy,low,3967.38000,3977.90000,2025-11-05T10:15:00.000Z,2025-11-05T10:50:00.000Z,3962.12000,3977.90000,1.04,1094.08,35,105.20,2.00
94,XAUUSD,buy,low,3970.45000,3981.97000,2025-11-05T12:10:00.000Z,2025-11-05T12:30:00.000Z,3964.69000,3981.97000,1.04,1198.08,20,115.20,2.00
95,XAUUSD,buy,low,3973.88000,3964.69000,2025-11-05T20:50:00.000Z,2025-11-05T22:05:00.000Z,3964.69000,3985.81000,0.72,-661.68,75,-91.90,1.00
96,XAUUSD,buy,low,3972.55000,3985.81000,2025-11-05T22:30:00.000Z,2025-11-06T00:20:00.000Z,3964.69000,3985.81000,0.80,1060.80,110,132.60,1.69
97,XAUUSD,buy,low,3993.48000,3998.73000,2025-11-07T02:50:00.000Z,2025-11-07T03:20:00.000Z,3985.48000,3998.73000,0.85,446.25,30,52.50,0.66
98,XAUUSD,buy,low,3998.42000,3998.73000,2025-11-07T08:40:00.000Z,2025-11-07T08:45:00.000Z,3985.48000,3998.73000,0.54,16.74,5,3.10,0.02
99,XAUUSD,buy,low,4003.54000,3985.48000,2025-11-07T09:15:00.000Z,2025-11-07T11:35:00.000Z,3985.48000,4009.72000,0.39,-704.34,140,-180.60,1.00
100,XAUUSD,buy,low,4004.05000,4008.82000,2025-11-07T18:05:00.000Z,2025-11-09T20:00:00.000Z,3985.48000,4008.82000,0.36,171.72,2995,47.70,0.26
101,XAUUSD,buy,low,4006.50000,4008.82000,2025-11-09T20:15:00.000Z,2025-11-09T20:20:00.000Z,3997.83000,4008.82000,0.78,180.96,5,23.20,0.27
102,XAUUSD,buy,low,4008.41000,4008.82000,2025-11-09T20:25:00.000Z,2025-11-09T20:40:00.000Z,3985.48000,4008.82000,0.30,12.30,15,4.10,0.02
103,XAUUSD,buy,low,4006.84000,4008.82000,2025-11-09T20:45:00.000Z,2025-11-09T20:55:00.000Z,3997.83000,4008.82000,0.76,150.48,10,19.80,0.22
104,XAUUSD,buy,low,4088.06000,4075.66000,2025-11-10T11:00:00.000Z,2025-11-10T11:30:00.000Z,4075.66000,4105.77000,0.56,-694.40,30,-124.00,1.00
105,XAUUSD,buy,low,4131.02000,4127.88000,2025-11-11T04:15:00.000Z,2025-11-11T04:30:00.000Z,4127.88000,4137.30000,2.10,-659.40,15,-31.40,1.00
106,XAUUSD,buy,low,4136.72000,4137.69000,2025-11-11T05:10:00.000Z,2025-11-11T06:00:00.000Z,4127.88000,4137.69000,0.71,68.87,50,9.70,0.11
107,XAUUSD,buy,low,4132.73000,4127.88000,2025-11-11T11:40:00.000Z,2025-11-11T11:45:00.000Z,4127.88000,4142.43000,1.30,-630.50,5,-48.50,1.00
108,XAUUSD,buy,low,4117.71000,4125.01000,2025-11-11T16:15:00.000Z,2025-11-11T16:45:00.000Z,4114.06000,4125.01000,1.64,1197.20,30,73.00,2.00
109,XAUUSD,buy,low,4114.46000,4114.06000,2025-11-12T03:45:00.000Z,2025-11-12T03:50:00.000Z,4114.06000,4115.26000,10.00,-400.00,5,-4.00,1.00
110,XAUUSD,buy,low,4118.44000,4114.06000,2025-11-12T03:55:00.000Z,2025-11-12T04:40:00.000Z,4114.06000,4127.20000,1.46,-639.48,45,-43.80,1.00
111,XAUUSD,buy,low,4116.72000,4114.06000,2025-11-12T04:50:00.000Z,2025-11-12T05:05:00.000Z,4114.06000,4122.04000,2.28,-606.48,15,-26.60,1.00
112,XAUUSD,buy,low,4125.49000,4131.05000,2025-11-12T10:05:00.000Z,2025-11-12T10:30:00.000Z,4114.06000,4131.05000,0.50,278.00,25,55.60,0.49
113,XAUUSD,buy,low,4127.19000,4131.05000,2025-11-12T11:30:00.000Z,2025-11-12T11:35:00.000Z,4114.06000,4131.05000,0.45,173.70,5,38.60,0.29
114,XAUUSD,buy,low,4195.79000,4190.37000,2025-11-12T20:25:00.000Z,2025-11-12T20:35:00.000Z,4190.37000,4206.63000,1.11,-601.62,10,-54.20,1.00
115,XAUUSD,buy,low,4191.24000,4190.37000,2025-11-12T20:45:00.000Z,2025-11-12T20:50:00.000Z,4190.37000,4192.98000,6.55,-569.85,5,-8.70,1.00
116,XAUUSD,buy,low,4191.06000,4190.37000,2025-11-12T20:55:00.000Z,2025-11-12T21:00:00.000Z,4190.37000,4192.44000,7.84,-540.96,5,-6.90,1.00
117,XAUUSD,buy,low,4198.22000,4190.37000,2025-11-12T22:00:00.000Z,2025-11-12T22:10:00.000Z,4190.37000,4208.17000,0.65,-510.25,10,-78.50,1.00
118,XAUUSD,buy,low,4190.69000,4190.37000,2025-11-12T22:20:00.000Z,2025-11-12T22:25:00.000Z,4190.37000,4191.33000,10.00,-320.00,5,-3.20,1.00
119,XAUUSD,buy,low,4193.63000,4190.37000,2025-11-12T23:00:00.000Z,2025-11-12T23:05:00.000Z,4190.37000,4200.15000,1.45,-472.70,5,-32.60,1.00
120,XAUUSD,buy,low,4193.83000,4190.37000,2025-11-12T23:10:00.000Z,2025-11-12T23:20:00.000Z,4190.37000,4200.75000,1.30,-449.80,10,-34.60,1.00
121,XAUUSD,buy,low,4191.09000,4190.37000,2025-11-12T23:50:00.000Z,2025-11-12T23:55:00.000Z,4190.37000,4192.53000,5.92,-426.24,5,-7.20,1.00
122,XAUUSD,buy,low,4228.24000,4190.37000,2025-11-13T10:40:00.000Z,2025-11-13T11:40:00.000Z,4190.37000,4239.35000,0.11,-416.57,60,-378.70,1.00
123,XAUUSD,buy,low,4190.92000,4173.51000,2025-11-14T03:00:00.000Z,2025-11-14T03:25:00.000Z,4173.51000,4211.18000,0.22,-383.02,25,-174.10,1.00
124,XAUUSD,buy,low,4180.68000,4173.51000,2025-11-14T04:50:00.000Z,2025-11-14T05:05:00.000Z,4173.51000,4195.02000,0.51,-365.67,15,-71.70,1.00
125,XAUUSD,buy,low,4074.38000,4072.85000,2025-11-17T11:35:00.000Z,2025-11-17T11:40:00.000Z,4072.85000,4077.44000,2.27,-347.31,5,-15.30,1.00
126,XAUUSD,buy,low,4074.58000,4078.04000,2025-11-17T11:45:00.000Z,2025-11-17T11:50:00.000Z,4072.85000,4078.04000,1.91,660.86,5,34.60,2.00
127,XAUUSD,buy,low,4076.07000,4072.85000,2025-11-17T11:55:00.000Z,2025-11-17T12:00:00.000Z,4072.85000,4082.51000,1.13,-363.86,5,-32.20,1.00
128,XAUUSD,buy,low,4065.22000,4074.38000,2025-11-17T12:05:00.000Z,2025-11-17T12:20:00.000Z,4060.64000,4074.38000,0.75,687.00,15,91.60,2.00
129,XAUUSD,buy,low,4072.32000,4068.38000,2025-11-17T12:25:00.000Z,2025-11-17T12:50:00.000Z,4068.38000,4080.20000,0.96,-378.24,25,-39.40,1.00
130,XAUUSD,buy,low,4038.41000,4031.95000,2025-11-17T22:05:00.000Z,2025-11-17T22:40:00.000Z,4031.95000,4051.33000,0.56,-361.76,35,-64.60,1.00
131,XAUUSD,buy,low,4109.86000,4101.80000,2025-11-19T12:40:00.000Z,2025-11-19T12:50:00.000Z,4101.80000,4118.95000,0.42,-338.52,10,-80.60,1.00
132,XAUUSD,buy,low,4080.74000,4082.18000,2025-11-19T17:15:00.000Z,2025-11-19T18:30:00.000Z,4059.33000,4082.18000,0.15,21.60,75,14.40,0.07
133,XAUUSD,buy,low,4080.66000,4081.93000,2025-11-19T18:35:00.000Z,2025-11-19T18:45:00.000Z,4059.33000,4081.93000,0.15,19.05,10,12.70,0.06
134,XAUUSD,buy,low,4077.49000,4081.93000,2025-11-19T18:50:00.000Z,2025-11-19T20:00:00.000Z,4059.33000,4081.93000,0.18,79.92,70,44.40,0.24
135,XAUUSD,buy,low,4073.28000,4059.33000,2025-11-20T03:10:00.000Z,2025-11-20T03:25:00.000Z,4059.33000,4080.36000,0.24,-334.80,15,-139.50,1.00
136,XAUUSD,buy,low,4068.16000,4059.33000,2025-11-20T03:55:00.000Z,2025-11-20T04:40:00.000Z,4059.33000,4077.63000,0.36,-317.88,45,-88.30,1.00
137,XAUUSD,buy,low,4059.71000,4052.71000,2025-11-21T01:05:00.000Z,2025-11-21T01:30:00.000Z,4052.71000,4073.71000,0.43,-301.00,25,-70.00,1.00
138,XAUUSD,buy,low,4033.98000,4057.60000,2025-11-21T05:15:00.000Z,2025-11-21T06:10:00.000Z,4022.17000,4057.60000,0.24,566.88,55,236.20,2.00
139,XAUUSD,buy,low,4038.74000,4062.41000,2025-11-21T07:10:00.000Z,2025-11-21T09:30:00.000Z,4022.17000,4062.41000,0.19,449.73,140,236.70,1.43
