ticket,symbol,direction,strategy,entryPrice,exitPrice,entryTime,exitTime,sl,tp,volume,profit,durationMinutes,pips,riskReward
2,XAUUSD,sell,low,4071.11000,4111.82110,2025-10-22T23:20:00.000Z,2025-10-23T05:00:00.000Z,4111.82110,3948.97670,0.12,-488.53,340,-407.11,1.00
1,XAUUSD,buy,low,4088.55000,4047.66450,2025-10-22T19:20:00.000Z,2025-10-24T07:25:00.000Z,4047.66450,4211.20650,0.12,-490.63,2165,-408.85,1.00
4,XAUUSD,buy,low,4131.91000,4090.59090,2025-10-24T13:10:00.000Z,2025-10-26T20:00:00.000Z,4090.59090,4255.86730,0.11,-454.51,3290,-413.19,1.00
3,XAUUSD,sell,low,4126.89000,4003.08330,2025-10-23T05:05:00.000Z,2025-10-27T12:05:00.000Z,4168.15890,4003.08330,0.12,1485.68,6180,1238.07,3.00
5,XAUUSD,buy,low,4016.06000,3975.89940,2025-10-27T09:35:00.000Z,2025-10-27T13:05:00.000Z,3975.89940,4136.54180,0.11,-441.77,210,-401.61,1.00
7,XAUUSD,buy,low,3981.51000,3941.69490,2025-10-27T13:15:00.000Z,2025-10-28T04:45:00.000Z,3941.69490,4100.95530,0.12,-477.78,930,-398.15,1.00
6,XAUUSD,sell,low,4004.68000,4044.72680,2025-10-27T12:10:00.000Z,2025-10-30T20:55:00.000Z,4044.72680,3884.53960,0.13,-520.61,4845,-400.47,1.00
9,XAUUSD,sell,low,4031.89000,4072.20890,2025-10-30T21:00:00.000Z,2025-11-10T03:20:00.000Z,4072.20890,3910.93330,0.11,-443.51,14780,-403.19,1.00
8,XAUUSD,buy,low,3954.87000,4073.51610,2025-10-28T17:15:00.000Z,2025-11-10T03:25:00.000Z,3915.32130,4073.51610,0.12,1423.75,17890,1186.46,3.00
11,XAUUSD,sell,low,4102.09000,4143.11090,2025-11-10T10:15:00.000Z,2025-11-11T00:10:00.000Z,4143.11090,3979.02730,0.12,-492.25,835,-410.21,1.00
12,XAUUSD,sell,low,4126.59000,4167.85590,2025-11-11T04:00:00.000Z,2025-11-12T12:15:00.000Z,4167.85590,4002.79230,0.11,-453.92,1935,-412.66,1.00
10,XAUUSD,buy,low,4075.02000,4197.27060,2025-11-10T03:30:00.000Z,2025-11-12T13:55:00.000Z,4034.26980,4197.27060,0.12,1467.01,3505,1222.51,3.00
13,XAUUSD,sell,low,4186.91000,4228.77910,2025-11-12T13:00:00.000Z,2025-11-13T05:05:00.000Z,4228.77910,4061.30270,0.10,-418.69,965,-418.69,1.00
14,XAUUSD,buy,low,4201.97000,4159.95030,2025-11-12T14:00:00.000Z,2025-11-13T15:35:00.000Z,4159.95030,4328.02910,0.12,-504.24,1535,-420.20,1.00
15,XAUUSD,sell,low,4165.90000,4207.55900,2025-11-13T15:30:00.000Z,2025-11-13T23:50:00.000Z,4207.55900,4040.92300,0.12,-499.91,500,-416.59,1.00
17,XAUUSD,buy,low,4152.52000,4110.99480,2025-11-14T08:30:00.000Z,2025-11-14T09:30:00.000Z,4110.99480,4277.09560,0.10,-415.25,60,-415.25,1.00
18,XAUUSD,buy,low,4115.27000,4074.11730,2025-11-14T09:40:00.000Z,2025-11-14T10:20:00.000Z,4074.11730,4238.72810,0.10,-411.53,40,-411.53,1.00
16,XAUUSD,sell,low,4159.87000,4035.07390,2025-11-14T08:05:00.000Z,2025-11-14T11:30:00.000Z,4201.46870,4035.07390,0.10,1247.96,205,1247.96,3.00
20,XAUUSD,sell,low,4063.50000,4104.13500,2025-11-14T11:45:00.000Z,2025-11-14T13:35:00.000Z,4104.13500,3941.59500,0.11,-446.99,110,-406.35,1.00
19,XAUUSD,buy,low,4055.95000,4015.39050,2025-11-14T10:35:00.000Z,2025-11-17T16:45:00.000Z,4015.39050,4177.62850,0.10,-405.59,4690,-405.59,1.00
