ticket,symbol,direction,strategy,entryPrice,exitPrice,entryTime,exitTime,sl,tp,volume,profit,durationMinutes,pips,riskReward
23,XAUUSD,sell,low,3904.19000,3905.86500,2025-10-28T08:25:00.000Z,2025-10-28T08:26:00.000Z,3905.86500,3899.16500,3.81,-638.17,1,-16.75,1.00
24,XAUUSD,sell,low,3904.19000,3905.86500,2025-10-28T08:27:00.000Z,2025-10-28T08:28:00.000Z,3905.86500,3899.16500,3.24,-542.70,1,-16.75,1.00
25,XAUUSD,sell,low,3907.38000,3908.96000,2025-10-28T08:28:00.000Z,2025-10-28T08:31:00.000Z,3908.96000,3902.64000,3.26,-515.08,3,-15.80,1.00
26,XAUUSD,sell,low,3907.38000,3908.96000,2025-10-28T08:29:00.000Z,2025-10-28T08:31:00.000Z,3908.96000,3902.64000,3.26,-515.08,2,-15.80,1.00
27,XAUUSD,sell,low,3907.38000,3908.96000,2025-10-28T08:30:00.000Z,2025-10-28T08:31:00.000Z,3908.96000,3902.64000,3.26,-515.08,1,-15.80,1.00
28,XAUUSD,sell,low,3915.33000,3917.61500,2025-10-28T09:16:00.000Z,2025-10-28T09:18:00.000Z,3917.61500,3908.47500,1.91,-436.43,2,-22.85,1.00
29,XAUUSD,sell,low,3973.72000,3967.54000,2025-10-29T00:01:00.000Z,2025-10-29T00:10:00.000Z,3975.78000,3967.54000,2.02,1248.36,9,61.80,3.00
30,XAUUSD,sell,low,3973.72000,3967.54000,2025-10-29T00:02:00.000Z,2025-10-29T00:10:00.000Z,3975.78000,3967.54000,2.02,1248.36,8,61.80,3.00
31,XAUUSD,sell,low,3973.72000,3967.54000,2025-10-29T00:03:00.000Z,2025-10-29T00:10:00.000Z,3975.78000,3967.54000,2.02,1248.36,7,61.80,3.00
32,XAUUSD,sell,low,3971.81000,3963.29000,2025-10-29T00:11:00.000Z,2025-10-29T00:22:00.000Z,3974.65000,3963.29000,2.12,1806.24,11,85.20,3.00
33,XAUUSD,sell,low,3971.81000,3963.29000,2025-10-29T00:12:00.000Z,2025-10-29T00:22:00.000Z,3974.65000,3963.29000,2.12,1806.24,10,85.20,3.00
34,XAUUSD,sell,low,3971.81000,3963.29000,2025-10-29T00:13:00.000Z,2025-10-29T00:22:00.000Z,3974.65000,3963.29000,2.12,1806.24,9,85.20,3.00
35,XAUUSD,sell,low,3965.12000,3960.62000,2025-10-29T00:24:00.000Z,2025-10-29T00:31:00.000Z,3966.62000,3960.62000,5.83,2623.50,7,45.00,3.00
36,XAUUSD,sell,low,3965.12000,3960.62000,2025-10-29T00:25:00.000Z,2025-10-29T00:31:00.000Z,3966.62000,3960.62000,5.83,2623.50,6,45.00,3.00
37,XAUUSD,sell,low,3959.15000,3960.52000,2025-10-29T01:00:00.000Z,2025-10-29T01:01:00.000Z,3960.52000,3955.04000,8.29,-1135.73,1,-13.70,1.00
38,XAUUSD,sell,low,3959.15000,3960.52000,2025-10-29T01:01:00.000Z,2025-10-29T01:02:00.000Z,3960.52000,3955.04000,7.88,-1079.56,1,-13.70,1.00
39,XAUUSD,sell,low,3962.38000,3963.54000,2025-10-29T01:05:00.000Z,2025-10-29T01:07:00.000Z,3963.54000,3958.90000,8.84,-1025.44,2,-11.60,1.00
40,XAUUSD,sell,low,3962.38000,3963.54000,2025-10-29T01:06:00.000Z,2025-10-29T01:07:00.000Z,3963.54000,3958.90000,8.84,-1025.44,1,-11.60,1.00
41,XAUUSD,sell,low,3962.38000,3958.90000,2025-10-29T01:08:00.000Z,2025-10-29T01:12:00.000Z,3963.54000,3958.90000,7.96,2770.08,4,34.80,3.00
42,XAUUSD,sell,low,3960.76000,3961.76000,2025-10-29T01:19:00.000Z,2025-10-29T01:20:00.000Z,3961.76000,3957.76000,10.00,-1000.00,1,-10.00,1.00
43,XAUUSD,sell,low,3963.88000,3965.44500,2025-10-29T01:21:00.000Z,2025-10-29T01:22:00.000Z,3965.44500,3959.18500,6.46,-1010.99,1,-15.65,1.00
44,XAUUSD,sell,low,3963.88000,3965.44500,2025-10-29T01:22:00.000Z,2025-10-29T01:23:00.000Z,3965.44500,3959.18500,6.14,-960.91,1,-15.65,1.00
45,XAUUSD,sell,low,3969.70000,3964.99000,2025-10-29T01:26:00.000Z,2025-10-29T01:27:00.000Z,3971.27000,3964.99000,5.81,2736.51,1,47.10,3.00
46,XAUUSD,sell,low,3967.03000,3963.02500,2025-10-29T01:27:00.000Z,2025-10-29T01:30:00.000Z,3968.36500,3963.02500,7.86,3147.93,3,40.05,3.00
47,XAUUSD,sell,low,3967.03000,3963.02500,2025-10-29T01:28:00.000Z,2025-10-29T01:30:00.000Z,3968.36500,3963.02500,7.86,3147.93,2,40.05,3.00
48,XAUUSD,sell,low,3966.10000,3963.01000,2025-10-29T01:29:00.000Z,2025-10-29T01:30:00.000Z,3967.13000,3963.01000,10.00,3090.00,1,30.90,3.00
49,XAUUSD,sell,low,3966.10000,3967.13000,2025-10-29T01:31:00.000Z,2025-10-29T01:32:00.000Z,3967.13000,3963.01000,10.00,-1030.00,1,-10.30,1.00
50,XAUUSD,sell,low,3967.15000,3964.15000,2025-10-29T01:54:00.000Z,2025-10-29T01:58:00.000Z,3968.15000,3964.15000,10.00,3000.00,4,30.00,3.00
51,XAUUSD,sell,low,3967.77000,3963.45000,2025-10-29T01:56:00.000Z,2025-10-29T01:58:00.000Z,3969.21000,3963.45000,10.00,4320.00,2,43.20,3.00
52,XAUUSD,sell,low,3967.77000,3963.45000,2025-10-29T01:57:00.000Z,2025-10-29T01:58:00.000Z,3969.21000,3963.45000,10.00,4320.00,1,43.20,3.00
53,XAUUSD,sell,low,3965.76000,3961.83000,2025-10-29T01:59:00.000Z,2025-10-29T02:05:00.000Z,3967.07000,3961.83000,10.00,3930.00,6,39.30,3.00
54,XAUUSD,sell,low,3965.76000,3961.83000,2025-10-29T02:00:00.000Z,2025-10-29T02:05:00.000Z,3967.07000,3961.83000,10.00,3930.00,5,39.30,3.00
55,XAUUSD,sell,low,3965.76000,3961.83000,2025-10-29T02:01:00.000Z,2025-10-29T02:05:00.000Z,3967.07000,3961.83000,10.00,3930.00,4,39.30,3.00
58,XAUUSD,sell,low,3961.52000,3962.52000,2025-10-29T02:08:00.000Z,2025-10-29T02:09:00.000Z,3962.52000,3958.52000,10.00,-1000.00,1,-10.00,1.00
56,XAUUSD,sell,low,3962.79000,3963.93000,2025-10-29T02:06:00.000Z,2025-10-29T02:10:00.000Z,3963.93000,3959.37000,10.00,-1140.00,4,-11.40,1.00
57,XAUUSD,sell,low,3962.79000,3963.93000,2025-10-29T02:07:00.000Z,2025-10-29T02:10:00.000Z,3963.93000,3959.37000,10.00,-1140.00,3,-11.40,1.00
59,XAUUSD,sell,low,3961.52000,3962.52000,2025-10-29T02:10:00.000Z,2025-10-29T02:11:00.000Z,3962.52000,3958.52000,10.00,-1000.00,1,-10.00,1.00
60,XAUUSD,sell,low,3964.62000,3959.79000,2025-10-29T02:11:00.000Z,2025-10-29T02:13:00.000Z,3966.23000,3959.79000,10.00,4830.00,2,48.30,3.00
61,XAUUSD,sell,low,3962.05000,3958.81000,2025-10-29T02:12:00.000Z,2025-10-29T02:13:00.000Z,3963.13000,3958.81000,10.00,3240.00,1,32.40,3.00
62,XAUUSD,sell,low,3960.10000,3954.11500,2025-10-29T02:13:00.000Z,2025-10-29T02:15:00.000Z,3962.09500,3954.11500,10.00,5985.00,2,59.85,3.00
63,XAUUSD,sell,low,3957.63000,3954.31500,2025-10-29T02:14:00.000Z,2025-10-29T02:15:00.000Z,3958.73500,3954.31500,10.00,3315.00,1,33.15,3.00
64,XAUUSD,sell,low,3956.32000,3957.74000,2025-10-29T02:15:00.000Z,2025-10-29T02:16:00.000Z,3957.74000,3952.06000,10.00,-1420.00,1,-14.20,1.00
65,XAUUSD,sell,low,3956.32000,3957.74000,2025-10-29T02:16:00.000Z,2025-10-29T02:17:00.000Z,3957.74000,3952.06000,10.00,-1420.00,1,-14.20,1.00
66,XAUUSD,sell,low,3956.32000,3957.74000,2025-10-29T02:17:00.000Z,2025-10-29T02:18:00.000Z,3957.74000,3952.06000,10.00,-1420.00,1,-14.20,1.00
67,XAUUSD,sell,low,3956.32000,3957.74000,2025-10-29T02:18:00.000Z,2025-10-29T02:19:00.000Z,3957.74000,3952.06000,10.00,-1420.00,1,-14.20,1.00
68,XAUUSD,sell,low,3956.32000,3957.74000,2025-10-29T02:19:00.000Z,2025-10-29T02:20:00.000Z,3957.74000,3952.06000,10.00,-1420.00,1,-14.20,1.00
69,XAUUSD,sell,low,3956.32000,3957.74000,2025-10-29T02:20:00.000Z,2025-10-29T02:21:00.000Z,3957.74000,3952.06000,10.00,-1420.00,1,-14.20,1.00
70,XAUUSD,sell,low,3956.32000,3957.74000,2025-10-29T02:21:00.000Z,2025-10-29T02:22:00.000Z,3957.74000,3952.06000,10.00,-1420.00,1,-14.20,1.00
71,XAUUSD,sell,low,3956.32000,3957.74000,2025-10-29T02:22:00.000Z,2025-10-29T02:23:00.000Z,3957.74000,3952.06000,10.00,-1420.00,1,-14.20,1.00
72,XAUUSD,sell,low,3956.32000,3957.74000,2025-10-29T02:23:00.000Z,2025-10-29T02:24:00.000Z,3957.74000,3952.06000,10.00,-1420.00,1,-14.20,1.00
73,XAUUSD,sell,low,3956.32000,3952.06000,2025-10-29T02:24:00.000Z,2025-10-29T02:26:00.000Z,3957.74000,3952.06000,10.00,4260.00,2,42.60,3.00
74,XAUUSD,sell,low,3957.28000,3952.34500,2025-10-29T02:25:00.000Z,2025-10-29T02:26:00.000Z,3958.92500,3952.34500,10.00,4935.00,1,49.35,3.00
75,XAUUSD,sell,low,3955.98000,3958.19000,2025-10-29T02:26:00.000Z,2025-10-29T02:36:00.000Z,3958.19000,3949.35000,10.00,-2210.00,10,-22.10,1.00
76,XAUUSD,sell,low,3955.98000,3958.19000,2025-10-29T02:27:00.000Z,2025-10-29T02:36:00.000Z,3958.19000,3949.35000,10.00,-2210.00,9,-22.10,1.00
77,XAUUSD,sell,low,3955.98000,3958.19000,2025-10-29T02:28:00.000Z,2025-10-29T02:36:00.000Z,3958.19000,3949.35000,10.00,-2210.00,8,-22.10,1.00
78,XAUUSD,sell,low,3957.90000,3958.90000,2025-10-29T02:39:00.000Z,2025-10-29T02:41:00.000Z,3958.90000,3954.90000,10.00,-1000.00,2,-10.00,1.00
79,XAUUSD,sell,low,3961.15000,3962.90500,2025-10-29T03:56:00.000Z,2025-10-29T03:57:00.000Z,3962.90500,3955.88500,10.00,-1755.00,1,-17.55,1.00
80,XAUUSD,buy,low,4009.46000,4008.46000,2025-10-29T06:37:00.000Z,2025-10-29T06:38:00.000Z,4008.46000,4012.46000,10.00,-1000.00,1,-10.00,1.00
81,XAUUSD,buy,low,4009.46000,4008.46000,2025-10-29T06:38:00.000Z,2025-10-29T06:39:00.000Z,4008.46000,4012.46000,10.00,-1000.00,1,-10.00,1.00
82,XAUUSD,buy,low,4009.46000,4008.46000,2025-10-29T06:39:00.000Z,2025-10-29T06:40:00.000Z,4008.46000,4012.46000,10.00,-1000.00,1,-10.00,1.00
83,XAUUSD,buy,low,4009.46000,4008.46000,2025-10-29T06:40:00.000Z,2025-10-29T06:41:00.000Z,4008.46000,4012.46000,10.00,-1000.00,1,-10.00,1.00
84,XAUUSD,buy,low,4009.46000,4012.46000,2025-10-29T06:41:00.000Z,2025-10-29T06:44:00.000Z,4008.46000,4012.46000,10.00,3000.00,3,30.00,3.00
85,XAUUSD,buy,low,4009.46000,4012.46000,2025-10-29T06:42:00.000Z,2025-10-29T06:44:00.000Z,4008.46000,4012.46000,10.00,3000.00,2,30.00,3.00
86,XAUUSD,buy,low,4009.46000,4012.46000,2025-10-29T06:49:00.000Z,2025-10-29T06:51:00.000Z,4008.46000,4012.46000,10.00,3000.00,2,30.00,3.00
87,XAUUSD,buy,low,4016.72000,4015.72000,2025-10-29T11:33:00.000Z,2025-10-29T11:34:00.000Z,4015.72000,4019.72000,10.00,-1000.00,1,-10.00,1.00
88,XAUUSD,buy,low,4016.72000,4015.72000,2025-10-29T11:34:00.000Z,2025-10-29T11:35:00.000Z,4015.72000,4019.72000,10.00,-1000.00,1,-10.00,1.00
89,XAUUSD,buy,low,4008.85000,4006.95500,2025-10-29T11:35:00.000Z,2025-10-29T11:37:00.000Z,4006.95500,4014.53500,10.00,-1895.00,2,-18.95,1.00
90,XAUUSD,buy,low,4008.85000,4006.95500,2025-10-29T11:36:00.000Z,2025-10-29T11:37:00.000Z,4006.95500,4014.53500,10.00,-1895.00,1,-18.95,1.00
91,XAUUSD,buy,low,4008.85000,4006.95500,2025-10-29T11:37:00.000Z,2025-10-29T11:38:00.000Z,4006.95500,4014.53500,10.00,-1895.00,1,-18.95,1.00
92,XAUUSD,buy,low,4008.85000,4006.95500,2025-10-29T11:38:00.000Z,2025-10-29T11:39:00.000Z,4006.95500,4014.53500,10.00,-1895.00,1,-18.95,1.00
93,XAUUSD,buy,low,4008.85000,4006.95500,2025-10-29T11:39:00.000Z,2025-10-29T11:40:00.000Z,4006.95500,4014.53500,10.00,-1895.00,1,-18.95,1.00
94,XAUUSD,buy,low,4008.85000,4006.95500,2025-10-29T11:40:00.000Z,2025-10-29T11:41:00.000Z,4006.95500,4014.53500,10.00,-1895.00,1,-18.95,1.00
95,XAUUSD,buy,low,4008.85000,4006.95500,2025-10-29T11:41:00.000Z,2025-10-29T11:42:00.000Z,4006.95500,4014.53500,10.00,-1895.00,1,-18.95,1.00
96,XAUUSD,buy,low,4008.85000,4006.95500,2025-10-29T11:42:00.000Z,2025-10-29T11:43:00.000Z,4006.95500,4014.53500,10.00,-1895.00,1,-18.95,1.00
97,XAUUSD,buy,low,4008.85000,4006.95500,2025-10-29T11:43:00.000Z,2025-10-29T11:44:00.000Z,4006.95500,4014.53500,10.00,-1895.00,1,-18.95,1.00
98,XAUUSD,buy,low,4008.85000,4006.95500,2025-10-29T11:44:00.000Z,2025-10-29T11:45:00.000Z,4006.95500,4014.53500,10.00,-1895.00,1,-18.95,1.00
99,XAUUSD,buy,low,4008.85000,4006.95500,2025-10-29T11:45:00.000Z,2025-10-29T11:46:00.000Z,4006.95500,4014.53500,9.75,-1847.62,1,-18.95,1.00
100,XAUUSD,buy,low,4008.85000,4006.95500,2025-10-29T11:46:00.000Z,2025-10-29T11:47:00.000Z,4006.95500,4014.53500,9.26,-1754.77,1,-18.95,1.00
101,XAUUSD,buy,low,4008.85000,4006.95500,2025-10-29T11:47:00.000Z,2025-10-29T11:48:00.000Z,4006.95500,4014.53500,8.80,-1667.60,1,-18.95,1.00
102,XAUUSD,buy,low,4008.85000,4006.95500,2025-10-29T11:48:00.000Z,2025-10-29T11:49:00.000Z,4006.95500,4014.53500,8.36,-1584.22,1,-18.95,1.00
103,XAUUSD,buy,low,4008.85000,4006.95500,2025-10-29T11:49:00.000Z,2025-10-29T11:50:00.000Z,4006.95500,4014.53500,7.94,-1504.63,1,-18.95,1.00
104,XAUUSD,buy,low,4008.85000,4006.95500,2025-10-29T11:50:00.000Z,2025-10-29T11:51:00.000Z,4006.95500,4014.53500,7.54,-1428.83,1,-18.95,1.00
105,XAUUSD,buy,low,4008.85000,4006.95500,2025-10-29T11:51:00.000Z,2025-10-29T11:52:00.000Z,4006.95500,4014.53500,7.17,-1358.71,1,-18.95,1.00
106,XAUUSD,buy,low,4008.85000,4006.95500,2025-10-29T11:52:00.000Z,2025-10-29T11:53:00.000Z,4006.95500,4014.53500,6.81,-1290.49,1,-18.95,1.00
107,XAUUSD,buy,low,4006.32000,4010.92500,2025-10-29T11:53:00.000Z,2025-10-29T11:54:00.000Z,4004.78500,4010.92500,7.98,3674.79,1,46.05,3.00
108,XAUUSD,buy,low,4006.32000,4010.92500,2025-10-29T11:54:00.000Z,2025-10-29T11:55:00.000Z,4004.78500,4010.92500,9.18,4227.39,1,46.05,3.00
109,XAUUSD,buy,low,4006.32000,4010.92500,2025-10-29T11:55:00.000Z,2025-10-29T11:56:00.000Z,4004.78500,4010.92500,10.00,4605.00,1,46.05,3.00
110,XAUUSD,buy,low,4006.32000,4010.92500,2025-10-29T11:57:00.000Z,2025-10-29T11:58:00.000Z,4004.78500,4010.92500,10.00,4605.00,1,46.05,3.00
111,XAUUSD,buy,low,4006.32000,4010.92500,2025-10-29T11:58:00.000Z,2025-10-29T11:59:00.000Z,4004.78500,4010.92500,10.00,4605.00,1,46.05,3.00
112,XAUUSD,buy,low,4006.32000,4010.92500,2025-10-29T12:41:00.000Z,2025-10-29T12:42:00.000Z,4004.78500,4010.92500,10.00,4605.00,1,46.05,3.00
113,XAUUSD,buy,low,4013.04000,4012.04000,2025-10-29T12:53:00.000Z,2025-10-29T12:54:00.000Z,4012.04000,4016.04000,10.00,-1000.00,1,-10.00,1.00
114,XAUUSD,buy,low,4013.04000,4012.04000,2025-10-29T12:55:00.000Z,2025-10-29T12:56:00.000Z,4012.04000,4016.04000,10.00,-1000.00,1,-10.00,1.00
115,XAUUSD,buy,low,4013.04000,4012.04000,2025-10-29T12:56:00.000Z,2025-10-29T12:57:00.000Z,4012.04000,4016.04000,10.00,-1000.00,1,-10.00,1.00
116,XAUUSD,buy,low,4013.04000,4012.04000,2025-10-29T12:57:00.000Z,2025-10-29T12:58:00.000Z,4012.04000,4016.04000,10.00,-1000.00,1,-10.00,1.00
117,XAUUSD,buy,low,4013.04000,4012.04000,2025-10-29T12:58:00.000Z,2025-10-29T12:59:00.000Z,4012.04000,4016.04000,10.00,-1000.00,1,-10.00,1.00
118,XAUUSD,buy,low,4013.04000,4012.04000,2025-10-29T12:59:00.000Z,2025-10-29T13:00:00.000Z,4012.04000,4016.04000,10.00,-1000.00,1,-10.00,1.00
119,XAUUSD,buy,low,4013.04000,4012.04000,2025-10-29T13:00:00.000Z,2025-10-29T13:01:00.000Z,4012.04000,4016.04000,10.00,-1000.00,1,-10.00,1.00
120,XAUUSD,buy,low,4013.04000,4012.04000,2025-10-29T13:01:00.000Z,2025-10-29T13:02:00.000Z,4012.04000,4016.04000,10.00,-1000.00,1,-10.00,1.00
121,XAUUSD,buy,low,4013.04000,4012.04000,2025-10-29T13:02:00.000Z,2025-10-29T13:03:00.000Z,4012.04000,4016.04000,10.00,-1000.00,1,-10.00,1.00
122,XAUUSD,buy,low,4013.04000,4012.04000,2025-10-29T13:03:00.000Z,2025-10-29T13:04:00.000Z,4012.04000,4016.04000,10.00,-1000.00,1,-10.00,1.00
123,XAUUSD,buy,low,4013.04000,4012.04000,2025-10-29T13:04:00.000Z,2025-10-29T13:05:00.000Z,4012.04000,4016.04000,10.00,-1000.00,1,-10.00,1.00
124,XAUUSD,buy,low,4013.04000,4012.04000,2025-10-29T13:05:00.000Z,2025-10-29T13:06:00.000Z,4012.04000,4016.04000,10.00,-1000.00,1,-10.00,1.00
125,XAUUSD,buy,low,4013.04000,4012.04000,2025-10-29T13:06:00.000Z,2025-10-29T13:07:00.000Z,4012.04000,4016.04000,10.00,-1000.00,1,-10.00,1.00
126,XAUUSD,buy,low,4013.04000,4012.04000,2025-10-29T13:07:00.000Z,2025-10-29T13:08:00.000Z,4012.04000,4016.04000,10.00,-1000.00,1,-10.00,1.00
127,XAUUSD,buy,low,4013.04000,4012.04000,2025-10-29T13:08:00.000Z,2025-10-29T13:09:00.000Z,4012.04000,4016.04000,10.00,-1000.00,1,-10.00,1.00
128,XAUUSD,buy,low,4013.04000,4012.04000,2025-10-29T13:09:00.000Z,2025-10-29T13:10:00.000Z,4012.04000,4016.04000,10.00,-1000.00,1,-10.00,1.00
129,XAUUSD,buy,low,4013.04000,4012.04000,2025-10-29T13:10:00.000Z,2025-10-29T13:11:00.000Z,4012.04000,4016.04000,10.00,-1000.00,1,-10.00,1.00
130,XAUUSD,buy,low,4013.04000,4012.04000,2025-10-29T13:11:00.000Z,2025-10-29T13:12:00.000Z,4012.04000,4016.04000,10.00,-1000.00,1,-10.00,1.00
131,XAUUSD,buy,low,4013.04000,4012.04000,2025-10-29T13:12:00.000Z,2025-10-29T13:13:00.000Z,4012.04000,4016.04000,10.00,-1000.00,1,-10.00,1.00
132,XAUUSD,buy,low,4013.04000,4012.04000,2025-10-29T13:13:00.000Z,2025-10-29T13:14:00.000Z,4012.04000,4016.04000,10.00,-1000.00,1,-10.00,1.00
133,XAUUSD,buy,low,4013.04000,4012.04000,2025-10-29T13:14:00.000Z,2025-10-29T13:15:00.000Z,4012.04000,4016.04000,10.00,-1000.00,1,-10.00,1.00
134,XAUUSD,buy,low,4013.04000,4012.04000,2025-10-29T13:15:00.000Z,2025-10-29T13:16:00.000Z,4012.04000,4016.04000,10.00,-1000.00,1,-10.00,1.00
135,XAUUSD,buy,low,4013.04000,4012.04000,2025-10-29T13:16:00.000Z,2025-10-29T13:17:00.000Z,4012.04000,4016.04000,10.00,-1000.00,1,-10.00,1.00
136,XAUUSD,buy,low,4013.04000,4012.04000,2025-10-29T13:17:00.000Z,2025-10-29T13:18:00.000Z,4012.04000,4016.04000,10.00,-1000.00,1,-10.00,1.00
137,XAUUSD,buy,low,4013.04000,4012.04000,2025-10-29T13:18:00.000Z,2025-10-29T13:19:00.000Z,4012.04000,4016.04000,10.00,-1000.00,1,-10.00,1.00
138,XAUUSD,buy,low,4013.04000,4012.04000,2025-10-29T13:19:00.000Z,2025-10-29T13:20:00.000Z,4012.04000,4016.04000,10.00,-1000.00,1,-10.00,1.00
139,XAUUSD,buy,low,4013.04000,4012.04000,2025-10-29T13:20:00.000Z,2025-10-29T13:21:00.000Z,4012.04000,4016.04000,10.00,-1000.00,1,-10.00,1.00
140,XAUUSD,buy,low,4013.04000,4012.04000,2025-10-29T13:21:00.000Z,2025-10-29T13:22:00.000Z,4012.04000,4016.04000,10.00,-1000.00,1,-10.00,1.00
141,XAUUSD,buy,low,4013.04000,4012.04000,2025-10-29T13:22:00.000Z,2025-10-29T13:23:00.000Z,4012.04000,4016.04000,10.00,-1000.00,1,-10.00,1.00
142,XAUUSD,buy,low,4013.04000,4012.04000,2025-10-29T13:23:00.000Z,2025-10-29T13:24:00.000Z,4012.04000,4016.04000,10.00,-1000.00,1,-10.00,1.00
143,XAUUSD,buy,low,4013.04000,4012.04000,2025-10-29T13:24:00.000Z,2025-10-29T13:25:00.000Z,4012.04000,4016.04000,10.00,-1000.00,1,-10.00,1.00
144,XAUUSD,buy,low,4013.04000,4012.04000,2025-10-29T13:25:00.000Z,2025-10-29T13:26:00.000Z,4012.04000,4016.04000,9.92,-992.00,1,-10.00,1.00
145,XAUUSD,buy,low,4013.04000,4012.04000,2025-10-29T13:26:00.000Z,2025-10-29T13:27:00.000Z,4012.04000,4016.04000,9.42,-942.00,1,-10.00,1.00
146,XAUUSD,buy,low,4013.04000,4012.04000,2025-10-29T13:27:00.000Z,2025-10-29T13:28:00.000Z,4012.04000,4016.04000,8.95,-895.00,1,-10.00,1.00
147,XAUUSD,buy,low,4013.04000,4012.04000,2025-10-29T13:28:00.000Z,2025-10-29T13:29:00.000Z,4012.04000,4016.04000,8.50,-850.00,1,-10.00,1.00
148,XAUUSD,buy,low,4013.04000,4012.04000,2025-10-29T13:29:00.000Z,2025-10-29T13:30:00.000Z,4012.04000,4016.04000,8.08,-808.00,1,-10.00,1.00
149,XAUUSD,buy,low,4013.04000,4012.04000,2025-10-29T13:30:00.000Z,2025-10-29T13:31:00.000Z,4012.04000,4016.04000,7.67,-767.00,1,-10.00,1.00
150,XAUUSD,buy,low,4013.04000,4012.04000,2025-10-29T13:31:00.000Z,2025-10-29T13:32:00.000Z,4012.04000,4016.04000,7.29,-729.00,1,-10.00,1.00
